file_name_txt,file_name_csv,site_abb,site_name,year_posted,month_posted
alegria_mooring_ale_20171208.txt,alegria_mooring_ale_20171208.csv,ALE,Alegria,2018,Nov
arroyoquemado_mooring_arq_20171218.txt,arroyoquemado_mooring_arq_20171218.csv,ARQ,Arroyo Quemado,2018,Nov
carpinteria_mooring_car_20171218.txt,carpinteria_mooring_car_20171218.csv,CAR,Carpenteria,2018,Nov
mohawk_mooring_mko_20171218.txt,mohawk_mooring_mko_20171218.csv,MKO,Mohawk,2018,Nov
naples_mooring_nap_20171218.txt,naples_mooring_nap_20171218.csv,NAP,Naples,2018,Nov
