"temp","epoc_full_avg","epoc_full_sd","epoc_full_se","error","epoc_full_upper95","epoc_full_lower95"
11,296.193,176.377,72.0056087271448,141.128327683983,437.321327683983,155.064672316017
16,597.15,311.256,127.06972989662,249.052167403877,846.202167403877,348.097832596123
21,524.051,103.073,42.0793760429818,82.4739257993379,606.524925799338,441.577074200662
26,275.922,92.349,46.1745,90.5000274175822,366.422027417582,185.421972582418
