"temp","FAS_avg","FAS_sd","FAS_se","FAS_cv","FAS_min","FAS_max","error","upper_95ci","lower_95ci"
"11",14.456,7.595,3.10064576607304,0.525387382401771,7.5728036157531,26.712042822363,6.07732843908004,20.53332843908,8.37867156091996
"16",10.257,2.66,1.08594045263388,0.259335088232427,7.08688271978157,13.5155676867999,2.12862306225218,12.3856230622522,8.12837693774782
"21",6.926,1.902,0.776488248462267,0.274617383771297,4.30107068004874,9.68939753538979,1.52161363317513,8.44761363317513,5.40438636682488
"26",4.795,1.32,0.66,0.275286757038582,3.22943227962151,6.10767880982973,1.29359937980695,6.08859937980695,3.50140062019305
