"temp","time_to_epoc_avg","time_to_epoc_sd","time_to_epoc_se","error","time_to_epoc_upper95","time_to_epoc_lower95"
11,584.833,262.006,106.963501591275,209.644339940911,794.477339940911,375.188660059089
16,731.833,109.7,44.7848374638858,87.7769480856353,819.609948085635,644.056051914365
21,701.333,157.198,64.1758147643383,125.781917762072,827.114917762072,575.551082237928
26,461.75,39.677,19.8385,38.8825685509514,500.632568550951,422.867431449049
