"temp","hr_avg","hr_sd","hr_se","hr_cv","hr_max","hr_min","error","upper_95ci","lower_95ci"
"11",31.55,10.8838182638264,6.28377540443111,0.344970467950122,41,19.65,12.3159734796236,43.8659734796236,19.2340265203764
"16",77,7.21110255092798,4.16333199893227,0.0936506824795841,85,71,8.15998077359039,85.1599807735904,68.8400192264096
"21",90.3333333333333,29.5014123955673,17.032648388055,0.326583901057941,120,61,33.3833774019219,123.716710735255,56.9499559314114
