"ID","smr_type","smr","spar","EPOC_full","end_EPOC_min","SMR_intergral_full","SMR_threshold","EPOC_1hr","MO2_1hr","EPOC_2hr","MO2_2hr","EPOC_3hr","MO2_3hr","EPOC_4hr","MO2_4hr","EPOC_5hr","MO2_5hr","end_EPOC.mmr","EPOC_mmr","MO2_mmr","MMR","MMR_percent","scaling_exponent_mmr","scaling_exponent_smr","temp"
"N14","SMR_low15quant",0.696,0.6,754.173,873,607.608,0.696,134.805,2.263,202.355,1.553,251.785,1.572,312.437,1.833,386.598,2.006,34,15.148,2.818,5.64330404411765,49.9352857469618,1,1,"21"
"N14","SMR_low15quant",0.696,0.7,760.226,891,620.136,0.696,123.74,2.407,209.541,1.918,276.36,1.755,340.57,1.794,408.991,1.873,25,3.967,2.816,5.64330404411765,49.8998455157717,1,1,"21"
"N14","SMR_low15quant",0.696,0.8,763.736,904,629.184,0.696,112.622,2.416,207.123,2.15,288.645,1.98,362.425,1.883,431.588,1.818,0,0,0,5.64330404411765,0,1,1,"21"
"N14","SMR_low15quant",0.696,0.9,766.191,964,670.944,0.696,106.847,2.389,203.067,2.219,289.778,2.071,368.199,1.941,439.178,1.822,0,0,0,5.64330404411765,0,1,1,"21"
"N14","SMR_low15quant",0.696,1,785.122,1052,732.192,0.696,101.334,2.319,194.586,2.186,279.989,2.058,357.827,1.934,428.337,1.813,0,0,0,5.64330404411765,0,1,1,"21"
"L3","SMR_low15quant",1.296,0.1,481.115,466,603.936,1.296,72.574,2.119,132.806,2.503,193.723,2.398,266.228,2.496,334.812,2.328,19,16.949,2.293,4.66223123873874,49.1824596975657,1,1,"21"
"L3","SMR_low15quant",1.296,0.2,483.287,470,609.12,1.296,74.432,2.093,134.543,2.473,195.557,2.371,267.954,2.515,336.573,2.342,24,19.495,2.306,4.66223123873874,49.4612961459165,1,1,"21"
"L3","SMR_low15quant",1.296,0.3,522.079,611,791.856,1.296,79.455,2.041,137.628,2.419,199.484,2.357,271.246,2.529,340.087,2.373,31,23.82,2.32,4.66223123873874,49.7615815518327,1,1,"21"
"L3","SMR_low15quant",1.296,0.4,603.752,821,1064.016,1.296,88.249,2.132,142.631,2.319,205.405,2.387,276.017,2.506,345.744,2.424,42,28.379,2.329,4.66223123873874,49.9546221699218,1,1,"21"
"L3","SMR_low15quant",1.296,0.5,608.492,834,1080.864,1.296,95.711,2.373,152.544,2.233,212.788,2.376,281.886,2.489,353.22,2.474,64,33.656,2.327,4.66223123873874,49.9117242547909,1,1,"21"
"L3","SMR_low15quant",1.296,0.6,612.747,874,1132.704,1.296,97.126,2.59,164.094,2.316,225.291,2.346,291.522,2.444,361.088,2.446,111,39.964,2.33,4.66223123873874,49.9760711274872,1,1,"21"
"L3","SMR_low15quant",1.296,0.7,647.111,1215,1574.64,1.296,94.253,2.704,171.375,2.491,240.029,2.409,305.866,2.38,369.275,2.318,290,58.813,2.331,4.66223123873874,49.9975200850526,1,1,"21"
"L3","SMR_low15quant",1.296,0.8,647.914,1191,1543.536,1.296,92.118,2.741,173.705,2.582,246.824,2.456,312.986,2.346,372.468,2.23,247,64.604,2.331,4.66223123873874,49.9975200850526,1,1,"21"
"L3","SMR_low15quant",1.296,0.9,648.925,1140,1477.44,1.296,89.778,2.723,171.079,2.585,244.356,2.455,310.014,2.33,368.274,2.208,239,61.588,2.33,4.66223123873874,49.9760711274872,1,1,"21"
"L3","SMR_low15quant",1.296,1,661.2,1092,1415.232,1.296,84.31,2.647,161.884,2.535,232.837,2.426,297.297,2.319,355.397,2.214,232,48.926,2.331,4.66223123873874,49.9975200850526,1,1,"21"
"N19","SMR_low15quant",0.684,0.1,498.817,729,498.636,0.684,100.972,1.877,174.421,1.823,231.009,1.759,281.227,1.452,323.998,1.493,17,18.653,2.422,4.85234055555556,49.9140563666125,1,1,"21"
"N19","SMR_low15quant",0.684,0.2,501.07,770,526.68,0.684,102.712,1.837,175.743,1.807,232.589,1.702,282.761,1.431,325.894,1.483,19,19.825,2.426,4.85234055555556,49.9964908114789,1,1,"21"
"N19","SMR_low15quant",0.684,0.3,504.783,762,521.208,0.684,108.733,1.769,178.768,1.795,236.584,1.63,286.415,1.419,330.195,1.463,24,22.108,2.422,4.85234055555556,49.9140563666125,1,1,"21"
"N19","SMR_low15quant",0.684,0.4,510.608,731,500.004,0.684,118.985,1.853,184.195,1.736,242.472,1.598,292.034,1.438,336.549,1.433,32,24.438,2.423,4.85234055555556,49.9346649778291,1,1,"21"
"N19","SMR_low15quant",0.684,0.5,517.641,736,503.424,0.684,126.428,2.106,194.355,1.66,249.118,1.555,298.505,1.464,343.394,1.401,43,25.107,2.404,4.85234055555556,49.5431013647137,1,1,"21"
"N19","SMR_low15quant",0.684,0.6,523.755,768,525.312,0.684,126.356,2.318,204.537,1.75,260.21,1.52,307.108,1.425,349.323,1.349,52,22.357,2.416,4.85234055555556,49.7904046993129,1,1,"21"
"N19","SMR_low15quant",0.684,0.7,528.624,809,553.356,0.684,120.062,2.39,206.768,1.913,270.051,1.6,318.713,1.412,358.506,1.294,56,15.636,2.419,4.85234055555556,49.8522305329627,1,1,"21"
"N19","SMR_low15quant",0.684,0.8,531.391,845,577.98,0.684,110.109,2.34,198.812,2.005,269.188,1.729,324.883,1.513,369.33,1.35,45,6.285,2.425,4.85234055555556,49.9758822002623,1,1,"21"
"N19","SMR_low15quant",0.684,0.9,537.602,857,586.188,0.684,99.023,2.223,184.445,2.002,257.087,1.798,318.096,1.614,368.776,1.452,7,0.074,2.423,4.85234055555556,49.9346649778291,1,1,"21"
"N19","SMR_low15quant",0.684,1,556.956,917,627.228,0.684,86.913,2.061,164.972,1.915,234.379,1.773,295.454,1.637,348.606,1.508,0,0,0,4.85234055555556,0,1,1,"21"
"N15","SMR_low15quant",0.876,0.1,439.09,547,479.172,0.876,102.608,2.466,178.624,2.021,237.628,1.914,287.965,1.557,324.342,1.55,27,23.514,2.165,4.37516460069445,49.4838525539442,1,1,"21"
"N15","SMR_low15quant",0.876,0.2,451.705,638,558.888,0.876,104.189,2.365,179.83,1.983,238.911,1.886,289.187,1.547,325.934,1.541,31,25.026,2.174,4.37516460069445,49.6895591003578,1,1,"21"
"N15","SMR_low15quant",0.876,0.3,459.084,720,630.72,0.876,108.963,2.222,182.571,1.963,242.072,1.85,292,1.548,329.285,1.523,77,30.773,2.181,4.37516460069445,49.8495530809017,1,1,"21"
"N15","SMR_low15quant",0.876,0.4,462.542,720,630.72,0.876,116.187,2.218,186.677,1.945,246.432,1.817,295.64,1.569,333.893,1.51,64,37.522,2.181,4.37516460069445,49.8495530809017,1,1,"21"
"N15","SMR_low15quant",0.876,0.5,472.076,840,735.84,0.876,120.997,2.365,193.769,1.918,251.058,1.763,299.11,1.594,339.217,1.523,76,43.485,2.179,4.37516460069445,49.803840515032,1,1,"21"
"N15","SMR_low15quant",0.876,0.6,474.676,819,717.444,0.876,120.622,2.501,200.471,1.985,258.168,1.729,304.709,1.591,345.326,1.526,91,46.321,2.185,4.37516460069445,49.9409782126411,1,1,"21"
"N15","SMR_low15quant",0.876,0.7,478.076,777,680.652,0.876,115.269,2.541,201.113,2.109,265.148,1.809,314.719,1.617,355.263,1.499,107,44.304,2.184,4.37516460069445,49.9181219297063,1,1,"21"
"N15","SMR_low15quant",0.876,0.8,482.939,764,669.264,0.876,107.216,2.498,194.615,2.184,264.604,1.918,320.165,1.702,364.202,1.531,119,37.231,2.184,4.37516460069445,49.9181219297063,1,1,"21"
"N15","SMR_low15quant",0.876,0.9,493.852,759,664.884,0.876,97.491,2.391,181.475,2.17,252.616,1.963,311.885,1.774,360.425,1.605,115,24.147,2.184,4.37516460069445,49.9181219297063,1,1,"21"
"N15","SMR_low15quant",0.876,1,514.342,840,735.84,0.876,84.982,2.22,160.967,2.071,228.132,1.926,286.766,1.786,337.257,1.654,72,6.461,2.187,4.37516460069445,49.9866907785108,1,1,"21"
"IV11","SMR_low15quant",0.384,0.1,45.661,88,33.792,0.384,43.718,0.468,46.349,0.463,59.922,0.968,104.481,0.691,112.25,0.467,20,12.677,1.328,2.6920036745244,49.3312848183471,1,1,"11"
"IV11","SMR_low15quant",0.384,0.2,46.624,80,30.72,0.384,45.769,0.444,47.313,0.438,61.498,0.986,104.425,0.741,112.723,0.46,21,13.005,1.334,2.6920036745244,49.5541671292733,1,1,"11"
"IV11","SMR_low15quant",0.384,0.3,51.161,66,25.344,0.384,50.895,0.462,50.012,0.41,65.729,0.968,104.662,0.804,115.241,0.449,24,13.476,1.325,2.6920036745244,49.2198436628839,1,1,"11"
"IV11","SMR_low15quant",0.384,0.4,58.759,80,30.72,0.384,56.644,0.616,58.462,0.415,73.745,0.874,106.185,0.819,120.659,0.488,28,12.713,1.319,2.6920036745244,48.9969613519576,1,1,"11"
"IV11","SMR_low15quant",0.384,0.5,132.752,366,140.544,0.384,58.953,0.883,74.739,0.553,89.199,0.721,111.754,0.736,127.171,0.549,30,8.963,1.34,2.6920036745244,49.7770494401996,1,1,"11"
"IV11","SMR_low15quant",0.384,0.6,140.198,386,148.224,0.384,56.694,1.071,86.824,0.761,106.081,0.675,122.109,0.62,133.454,0.527,28,3.771,1.341,2.6920036745244,49.8141964920206,1,1,"11"
"IV11","SMR_low15quant",0.384,0.7,145.432,383,147.072,0.384,51.818,1.11,87.908,0.882,112.673,0.726,129.437,0.608,139.669,0.508,10,0.254,1.346,2.6920036745244,49.9999317511258,1,1,"11"
"IV11","SMR_low15quant",0.384,0.8,152.291,441,169.344,0.384,44.958,1.053,80.281,0.901,107.101,0.769,126.587,0.655,139.75,0.558,0,0,0,2.6920036745244,0,1,1,"11"
"IV11","SMR_low15quant",0.384,0.9,163.73,596,228.864,0.384,36.457,0.947,67.413,0.857,93.15,0.773,114.021,0.695,130.421,0.624,0,0,0,2.6920036745244,0,1,1,"11"
"IV11","SMR_low15quant",0.384,1,176.238,761,292.224,0.384,28.994,0.843,54.976,0.793,78.011,0.745,98.187,0.698,115.617,0.653,0,0,0,2.6920036745244,0,1,1,"11"
"IV13","SMR_low15quant",0.276,0.1,363.447,526,145.176,0.276,102.574,2.023,171.644,0.607,221.23,1.578,256.718,0.597,273.086,0.544,106,89.126,0.987,1.97849998397436,49.8862778870152,1,1,"11"
"IV13","SMR_low15quant",0.276,0.2,363.487,530,146.28,0.276,103.122,2.004,171.194,0.704,220.306,1.481,257.288,0.581,273.168,0.538,107,87.851,0.972,1.97849998397436,49.1281277671518,1,1,"11"
"IV13","SMR_low15quant",0.276,0.3,364.182,548,151.248,0.276,102.991,1.911,170.461,0.911,219.03,1.283,257.5,0.615,272.965,0.533,113,85.232,0.979,1.97849998397436,49.4819311564214,1,1,"11"
"IV13","SMR_low15quant",0.276,0.4,363.657,562,155.112,0.276,99.815,1.774,169.035,1.131,218.076,1.086,254.434,0.677,272.763,0.57,196,90.489,0.989,1.97849998397436,49.9873645696637,1,1,"11"
"IV13","SMR_low15quant",0.276,0.5,365.148,588,162.288,0.276,97.081,1.698,167.835,1.242,217.342,0.987,251.536,0.723,274.63,0.645,179,88.961,0.987,1.97849998397436,49.8862778870152,1,1,"11"
"IV13","SMR_low15quant",0.276,0.6,364.671,593,163.668,0.276,94.519,1.662,165.597,1.281,216.609,0.996,252.85,0.787,280.056,0.695,181,88.225,0.988,1.97849998397436,49.9368212283394,1,1,"11"
"IV13","SMR_low15quant",0.276,0.7,366.139,646,178.296,0.276,89.537,1.619,160.768,1.322,215.503,1.071,256.743,0.872,287.956,0.735,202,87.947,0.988,1.97849998397436,49.9368212283394,1,1,"11"
"IV13","SMR_low15quant",0.276,0.8,544.028,1387,382.812,0.276,81.988,1.535,150.779,1.319,207.05,1.119,252.008,0.942,287.223,0.794,222,81.281,0.989,1.97849998397436,49.9873645696637,1,1,"11"
"IV13","SMR_low15quant",0.276,0.9,547.589,1387,382.812,0.276,70.388,1.381,132.338,1.241,186.071,1.107,232.014,0.982,270.779,0.868,236,60.856,0.988,1.97849998397436,49.9368212283394,1,1,"11"
"IV13","SMR_low15quant",0.276,1,553.911,1387,382.812,0.276,57.685,1.2,110.723,1.123,159.176,1.047,203.166,0.974,242.878,0.905,227,32.097,0.988,1.97849998397436,49.9368212283394,1,1,"11"
"MM02","SMR_low15quant",0.336,0.1,103.441,456,153.216,0.336,39.536,0.472,43.73,0.386,53.892,0.58,68.05,0.578,79.321,0.451,23,11.463,1.053,2.14126273013646,49.176590297861,1,1,"11"
"MM02","SMR_low15quant",0.336,0.2,137.321,765,257.04,0.336,40.799,0.461,44.491,0.395,54.502,0.577,68.81,0.575,79.982,0.461,24,11.755,1.057,2.14126273013646,49.3633959590115,1,1,"11"
"MM02","SMR_low15quant",0.336,0.3,45.622,85,28.56,0.336,44.035,0.475,46.729,0.397,56.313,0.568,70.725,0.568,81.925,0.485,27,12.277,1.053,2.14126273013646,49.176590297861,1,1,"11"
"MM02","SMR_low15quant",0.336,0.4,52.038,100,33.6,0.336,48.173,0.589,52.595,0.375,60.069,0.537,73.686,0.563,85.623,0.513,31,12.121,1.065,2.14126273013646,49.7370072813124,1,1,"11"
"MM02","SMR_low15quant",0.336,0.5,173.619,983,330.288,0.336,49.831,0.766,62.314,0.429,68.276,0.467,78.401,0.529,90.167,0.529,36,9.9,1.057,2.14126273013646,49.3633959590115,1,1,"11"
"MM02","SMR_low15quant",0.336,0.6,176.73,996,334.656,0.336,46.948,0.883,69.049,0.577,79.694,0.479,87.933,0.475,96.663,0.487,35,5.391,1.07,2.14126273013646,49.9705143577505,1,1,"11"
"MM02","SMR_low15quant",0.336,0.7,178.234,1003,337.008,0.336,41.076,0.898,68.189,0.697,85.59,0.571,97.348,0.503,106.216,0.47,19,0.75,1.068,2.14126273013646,49.8771115271753,1,1,"11"
"MM02","SMR_low15quant",0.336,0.8,178.514,1009,339.024,0.336,34.489,0.85,61.691,0.736,82.725,0.644,98.903,0.573,111.434,0.521,0,0,0,2.14126273013646,0,1,1,"11"
"MM02","SMR_low15quant",0.336,0.9,180.191,958,321.888,0.336,28.688,0.783,53.629,0.723,75.086,0.667,93.403,0.618,108.951,0.575,0,0,0,2.14126273013646,0,1,1,"11"
"MM02","SMR_low15quant",0.336,1,187.138,950,319.2,0.336,24.527,0.728,46.948,0.693,67.318,0.659,85.718,0.627,102.239,0.597,0,0,0,2.14126273013646,0,1,1,"11"
"IV10","SMR_low15quant",0.228,0.1,537.049,732,166.896,0.228,74.459,0.727,104.391,0.604,135.227,0.972,192.888,1.388,267.719,1.522,21,16.417,1.649,3.40636163819286,48.4094225789492,1,1,"11"
"IV10","SMR_low15quant",0.228,0.2,537.844,731,166.668,0.228,77.181,0.709,105.551,0.624,136.629,0.963,194.292,1.383,269.12,1.517,22,16.84,1.661,3.40636163819286,48.761704611058,1,1,"11"
"IV10","SMR_low15quant",0.228,0.3,565.314,841,191.748,0.228,84.071,0.735,108.899,0.627,140.722,0.954,198.148,1.377,272.852,1.509,25,17.671,1.675,3.40636163819286,49.1727003151849,1,1,"11"
"IV10","SMR_low15quant",0.228,0.4,572.274,854,194.712,0.228,92.085,0.917,117.456,0.584,148.184,0.942,204.822,1.36,278.613,1.493,30,17.506,1.674,3.40636163819286,49.1433434791759,1,1,"11"
"IV10","SMR_low15quant",0.228,0.5,579.449,857,195.396,0.228,94.295,1.182,131.781,0.691,163.748,0.897,215.975,1.275,285.44,1.442,33,13.572,1.696,3.40636163819286,49.7891938713753,1,1,"11"
"IV10","SMR_low15quant",0.228,0.6,586.32,848,193.344,0.228,88.436,1.371,143.173,0.991,187.194,0.984,237.662,1.158,298.109,1.288,30,5.416,1.692,3.40636163819286,49.671766527339,1,1,"11"
"IV10","SMR_low15quant",0.228,0.7,591.341,832,189.696,0.228,80.389,1.433,146.057,1.238,203.742,1.161,259.508,1.16,315.749,1.166,3,0.015,1.701,3.40636163819286,49.9359780514206,1,1,"11"
"IV10","SMR_low15quant",0.228,0.8,596.079,854,194.712,0.228,76.755,1.446,146.318,1.337,210.154,1.254,269.65,1.189,325.412,1.127,0,0,0,3.40636163819286,0,1,1,"11"
"IV10","SMR_low15quant",0.228,0.9,603.276,889,202.692,0.228,75.694,1.444,145.848,1.354,210.75,1.269,270.678,1.188,325.761,1.107,0,0,0,3.40636163819286,0,1,1,"11"
"IV10","SMR_low15quant",0.228,1,610.761,905,206.34,0.228,74.119,1.424,143.319,1.342,207.655,1.261,267.186,1.182,321.945,1.102,0,0,0,3.40636163819286,0,1,1,"11"
"IV12","SMR_low15quant",0.132,0.1,336.617,744,98.208,0.132,72.213,0.799,110.079,0.655,135.546,0.495,158.206,0.523,183.403,0.62,20,14.195,1.497,2.99565271517997,49.9724147733882,1,1,"11"
"IV12","SMR_low15quant",0.132,0.2,337.407,748,98.736,0.132,74.664,0.766,111.361,0.661,136.915,0.497,159.502,0.521,184.929,0.633,22,14.648,1.462,2.99565271517997,48.8040550425475,1,1,"11"
"IV12","SMR_low15quant",0.132,0.3,399.158,998,131.736,0.132,80.916,0.771,114.54,0.644,140.416,0.506,162.774,0.516,188.966,0.653,26,15.599,1.458,2.99565271517997,48.6705282161657,1,1,"11"
"IV12","SMR_low15quant",0.132,0.4,405.814,1005,132.66,0.132,88.558,0.924,121.676,0.571,145.554,0.504,168.148,0.528,195.371,0.653,32,16.115,1.474,2.99565271517997,49.2046355216929,1,1,"11"
"IV12","SMR_low15quant",0.132,0.5,412.732,1015,133.98,0.132,91.569,1.13,131.887,0.593,154.432,0.471,175.965,0.526,202.848,0.63,37,14.242,1.495,2.99565271517997,49.9056513601973,1,1,"11"
"IV12","SMR_low15quant",0.132,0.6,419.308,1034,136.488,0.132,87.368,1.248,137.849,0.762,167.635,0.542,190.536,0.509,214.545,0.558,37,8.502,1.496,2.99565271517997,49.9390330667928,1,1,"11"
"IV12","SMR_low15quant",0.132,0.7,424.712,1062,140.184,0.132,78.284,1.249,134.816,0.926,175.198,0.709,205.692,0.59,231.365,0.539,21,1.443,1.495,2.99565271517997,49.9056513601973,1,1,"11"
"IV12","SMR_low15quant",0.132,0.8,429.616,1106,145.992,0.132,68.284,1.172,124.761,0.985,170.962,0.83,208.884,0.708,240.519,0.618,0,0,0,2.99565271517997,0,1,1,"11"
"IV12","SMR_low15quant",0.132,0.9,434.584,1097,144.804,0.132,59.499,1.07,112.45,0.963,159.217,0.864,200.322,0.775,236.359,0.695,0,0,0,2.99565271517997,0,1,1,"11"
"IV12","SMR_low15quant",0.132,1,446.776,1074,141.768,0.132,52.638,0.977,101.288,0.911,146.031,0.847,186.989,0.785,224.308,0.726,0,0,0,2.99565271517997,0,1,1,"11"
"IV14","SMR_low15quant",0.192,0.1,353.469,653,125.376,0.192,63.333,0.645,108.951,0.979,142.55,0.773,177.659,0.769,221.985,0.727,22,14.222,1.359,2.72426644850629,49.8849883331029,1,1,"11"
"IV14","SMR_low15quant",0.192,0.2,354.475,655,125.76,0.192,65.324,0.667,109.269,0.966,143.915,0.756,179.177,0.805,222.615,0.764,23,14.382,1.353,2.72426644850629,49.6647455590053,1,1,"11"
"IV14","SMR_low15quant",0.192,0.3,357.806,662,127.104,0.192,71.236,0.752,111.203,0.91,147.434,0.751,183.156,0.841,224.93,0.805,27,14.882,1.327,2.72426644850629,48.7103602045825,1,1,"11"
"IV14","SMR_low15quant",0.192,0.4,362.792,670,128.64,0.192,79.17,0.947,117.556,0.8,152.672,0.773,189.469,0.844,229.22,0.812,34,15.454,1.345,2.72426644850629,49.3710885268752,1,1,"11"
"IV14","SMR_low15quant",0.192,0.5,412.414,901,172.992,0.192,82.579,1.157,127.21,0.804,161.399,0.754,196.661,0.805,233.653,0.789,43,14.375,1.351,2.72426644850629,49.5913313009728,1,1,"11"
"IV14","SMR_low15quant",0.192,0.6,415.551,911,174.912,0.192,79.955,1.276,133.461,0.939,172.871,0.79,207.282,0.752,240.334,0.73,48,10.32,1.362,2.72426644850629,49.9951097201517,1,1,"11"
"IV14","SMR_low15quant",0.192,0.7,414.95,899,172.608,0.192,74.157,1.29,132.427,1.055,178.748,0.89,217.052,0.783,250.088,0.708,44,4.589,1.359,2.72426644850629,49.8849883331029,1,1,"11"
"IV14","SMR_low15quant",0.192,0.8,413.05,886,170.112,0.192,67.89,1.244,126.196,1.092,175.945,0.959,218.365,0.846,254.596,0.751,16,0.359,1.362,2.72426644850629,49.9951097201517,1,1,"11"
"IV14","SMR_low15quant",0.192,0.9,422.16,923,177.216,0.192,61.543,1.167,116.808,1.064,166.042,0.966,209.577,0.874,247.784,0.788,0,0,0,2.72426644850629,0,1,1,"11"
"IV14","SMR_low15quant",0.192,1,445.762,1001,192.192,0.192,54.3,1.064,104.488,0.996,150.622,0.929,192.786,0.863,231.09,0.8,0,0,0,2.72426644850629,0,1,1,"11"
"GP07","SMR_low15quant",0.96,0.1,362.242,444,426.24,0.96,100.577,2.262,166.07,2.043,224.667,1.863,275.729,1.753,317.024,1.571,260,101.892,1.686,3.37456491753472,49.9619963225275,1,1,"26"
"GP07","SMR_low15quant",0.96,0.2,366.391,499,479.04,0.96,100.787,2.243,166.402,2.028,225.009,1.862,276.036,1.749,317.435,1.57,260,102.102,1.684,3.37456491753472,49.9027294229752,1,1,"26"
"GP07","SMR_low15quant",0.96,0.3,366.727,503,482.88,0.96,101.482,2.221,167.203,2.004,225.724,1.866,276.663,1.745,318.247,1.566,260,102.662,1.685,3.37456491753472,49.9323628727514,1,1,"26"
"GP07","SMR_low15quant",0.96,0.4,367.681,509,488.64,0.96,102.863,2.246,168.927,1.977,226.841,1.872,277.807,1.744,319.392,1.559,260,103.799,1.686,3.37456491753472,49.9619963225275,1,1,"26"
"GP07","SMR_low15quant",0.96,0.5,370.01,520,499.2,0.96,104.016,2.327,172.739,1.97,229.419,1.855,279.762,1.738,320.97,1.55,258,105.646,1.686,3.37456491753472,49.9619963225275,1,1,"26"
"GP07","SMR_low15quant",0.96,0.6,373.578,521,500.16,0.96,103.263,2.411,177.41,2.034,235.211,1.839,283.552,1.697,322.616,1.524,243,109.013,1.687,3.37456491753472,49.9916297723036,1,1,"26"
