"temp","h_avg","h_sd","h_se","h_cv","h_max","h_min"
"11",29.551,21.954,8.96268296884365,0.742919021352915,60.9644490221741,2.06176729415439
"16",1.493,0.638,0.260462409315945,0.427327528466175,2.08249178221179,0.308075241480283
"21",1.571,0.736,0.300470741781403,0.468491406747295,2.48896024434859,0.650574166888684
"26",0.881,0.324,0.162,0.367763904653802,1.34332992055939,0.631546127185304
