X,Temp(C),X,Heart rate(bpm),X,QI
5/24/19 14:30,25.78,5/24/19 14:30,65,5/24/19 14:30,1
5/24/19 14:33,25.78,5/24/19 14:33,22,5/24/19 14:33,2
5/24/19 14:36,25.78,5/24/19 14:36,65,5/24/19 14:36,2
5/24/19 14:39,25.78,5/24/19 14:39,120,5/24/19 14:39,1
5/24/19 14:42,25.82,5/24/19 14:42,122,5/24/19 14:42,2
5/24/19 14:45,25.86,5/24/19 14:45,124,5/24/19 14:45,1
5/24/19 14:48,25.86,5/24/19 14:48,127,5/24/19 14:48,2
5/24/19 14:51,25.86,5/24/19 14:51,124,5/24/19 14:51,0
5/24/19 14:54,25.86,5/24/19 14:54,61,5/24/19 14:54,2
5/24/19 14:57,25.86,5/24/19 14:57,61,5/24/19 14:57,2
5/24/19 15:00,25.86,5/24/19 15:00,60,5/24/19 15:00,1
5/24/19 15:03,25.94,5/24/19 15:03,120,5/24/19 15:03,3
5/24/19 15:06,25.94,5/24/19 15:06,58,5/24/19 15:06,1
5/24/19 15:09,25.94,5/24/19 15:09,120,5/24/19 15:09,0
5/24/19 15:12,25.94,5/24/19 15:12,117,5/24/19 15:12,3
5/24/19 15:15,25.94,5/24/19 15:15,56,5/24/19 15:15,3
5/24/19 15:18,25.94,5/24/19 15:18,113,5/24/19 15:18,2
5/24/19 15:21,25.94,5/24/19 15:21,28,5/24/19 15:21,2
5/24/19 15:24,25.94,5/24/19 15:24,120,5/24/19 15:24,2
5/24/19 15:27,25.94,5/24/19 15:27,120,5/24/19 15:27,2
5/24/19 15:30,25.94,5/24/19 15:30,124,5/24/19 15:30,2
5/24/19 15:33,25.94,5/24/19 15:33,122,5/24/19 15:33,1
5/24/19 15:36,25.94,5/24/19 15:36,122,5/24/19 15:36,3
5/24/19 15:39,25.96,5/24/19 15:39,122,5/24/19 15:39,0
5/24/19 15:42,25.96,5/24/19 15:42,59,5/24/19 15:42,2
5/24/19 15:45,25.96,5/24/19 15:45,113,5/24/19 15:45,2
5/24/19 15:48,25.98,5/24/19 15:48,37,5/24/19 15:48,2
5/24/19 15:51,25.98,5/24/19 15:51,73,5/24/19 15:51,3
5/24/19 15:54,25.98,5/24/19 15:54,103,5/24/19 15:54,2
5/24/19 15:57,26,5/24/19 15:57,52,5/24/19 15:57,2
5/24/19 16:00,26,5/24/19 16:00,63,5/24/19 16:00,3
5/24/19 16:03,25.98,5/24/19 16:03,103,5/24/19 16:03,2
5/24/19 16:06,25.98,5/24/19 16:06,105,5/24/19 16:06,0
5/24/19 16:09,25.96,5/24/19 16:09,51,5/24/19 16:09,1
5/24/19 16:12,25.94,5/24/19 16:12,100,5/24/19 16:12,1
5/24/19 16:15,25.94,5/24/19 16:15,101,5/24/19 16:15,2
5/24/19 16:18,25.94,5/24/19 16:18,98,5/24/19 16:18,0
5/24/19 16:21,25.94,5/24/19 16:21,90,5/24/19 16:21,2
5/24/19 16:24,25.94,5/24/19 16:24,49,5/24/19 16:24,2
5/24/19 16:27,25.94,5/24/19 16:27,32,5/24/19 16:27,1
5/24/19 16:30,25.94,5/24/19 16:30,47,5/24/19 16:30,2
5/24/19 16:33,25.94,5/24/19 16:33,48,5/24/19 16:33,2
5/24/19 16:36,25.94,5/24/19 16:36,95,5/24/19 16:36,0
5/24/19 16:39,25.94,5/24/19 16:39,47,5/24/19 16:39,1
5/24/19 16:42,25.94,5/24/19 16:42,45,5/24/19 16:42,1
5/24/19 16:45,25.94,5/24/19 16:45,45,5/24/19 16:45,3
5/24/19 16:48,25.94,5/24/19 16:48,88,5/24/19 16:48,1
5/24/19 16:51,25.94,5/24/19 16:51,43,5/24/19 16:51,1
5/24/19 16:54,25.94,5/24/19 16:54,44,5/24/19 16:54,1
5/24/19 16:57,25.94,5/24/19 16:57,150,5/24/19 16:57,2
5/24/19 17:00,25.94,5/24/19 17:00,44,5/24/19 17:00,2
