X,Temp(C),X,Heart rate(bpm),X,QI
6/5/19 16:00,16.76,6/5/19 16:00,89,6/5/19 16:00,0
6/5/19 16:03,16.65,6/5/19 16:03,90,6/5/19 16:03,0
6/5/19 16:06,16.65,6/5/19 16:06,90,6/5/19 16:06,0
6/5/19 16:09,16.65,6/5/19 16:09,90,6/5/19 16:09,0
6/5/19 16:12,16.65,6/5/19 16:12,88,6/5/19 16:12,1
6/5/19 16:15,16.65,6/5/19 16:15,89,6/5/19 16:15,0
6/5/19 16:18,16.65,6/5/19 16:18,89,6/5/19 16:18,0
6/5/19 16:21,16.65,6/5/19 16:21,89,6/5/19 16:21,0
6/5/19 16:24,16.65,6/5/19 16:24,88,6/5/19 16:24,0
6/5/19 16:27,16.54,6/5/19 16:27,90,6/5/19 16:27,0
6/5/19 16:30,16.54,6/5/19 16:30,89,6/5/19 16:30,0
6/5/19 16:33,16.54,6/5/19 16:33,88,6/5/19 16:33,0
6/5/19 16:36,16.54,6/5/19 16:36,86,6/5/19 16:36,0
6/5/19 16:39,16.54,6/5/19 16:39,88,6/5/19 16:39,0
6/5/19 16:42,16.54,6/5/19 16:42,86,6/5/19 16:42,0
6/5/19 16:45,16.54,6/5/19 16:45,85,6/5/19 16:45,0
6/5/19 16:48,16.43,6/5/19 16:48,86,6/5/19 16:48,1
6/5/19 16:51,16.43,6/5/19 16:51,85,6/5/19 16:51,0
6/5/19 16:54,16.31,6/5/19 16:54,84,6/5/19 16:54,0
6/5/19 16:57,16.31,6/5/19 16:57,83,6/5/19 16:57,0
6/5/19 17:00,16.31,6/5/19 17:00,85,6/5/19 17:00,0
6/5/19 17:03,16.31,6/5/19 17:03,84,6/5/19 17:03,0
6/5/19 17:06,16.31,6/5/19 17:06,84,6/5/19 17:06,1
6/5/19 17:09,16.31,6/5/19 17:09,84,6/5/19 17:09,0
6/5/19 17:12,16.31,6/5/19 17:12,84,6/5/19 17:12,0
6/5/19 17:15,16.2,6/5/19 17:15,83,6/5/19 17:15,0
6/5/19 17:18,16.2,6/5/19 17:18,82,6/5/19 17:18,0
6/5/19 17:21,16.2,6/5/19 17:21,83,6/5/19 17:21,0
6/5/19 17:24,16.2,6/5/19 17:24,81,6/5/19 17:24,0
6/5/19 17:27,16.2,6/5/19 17:27,82,6/5/19 17:27,0
6/5/19 17:30,16.2,6/5/19 17:30,82,6/5/19 17:30,0
6/5/19 17:33,16.2,6/5/19 17:33,82,6/5/19 17:33,0
6/5/19 17:36,16.17,6/5/19 17:36,83,6/5/19 17:36,1
6/5/19 17:39,16.09,6/5/19 17:39,83,6/5/19 17:39,0
6/5/19 17:42,16.09,6/5/19 17:42,80,6/5/19 17:42,0
6/5/19 17:45,16.09,6/5/19 17:45,81,6/5/19 17:45,0
6/5/19 17:48,16.09,6/5/19 17:48,81,6/5/19 17:48,0
6/5/19 17:51,16.09,6/5/19 17:51,81,6/5/19 17:51,0
6/5/19 17:54,16.09,6/5/19 17:54,81,6/5/19 17:54,0
6/5/19 17:57,16.09,6/5/19 17:57,82,6/5/19 17:57,0
6/5/19 18:00,16.06,6/5/19 18:00,82,6/5/19 18:00,0
6/5/19 18:03,15.97,6/5/19 18:03,80,6/5/19 18:03,0
6/5/19 18:06,15.97,6/5/19 18:06,81,6/5/19 18:06,0
6/5/19 18:09,15.97,6/5/19 18:09,78,6/5/19 18:09,0
6/5/19 18:12,15.97,6/5/19 18:12,82,6/5/19 18:12,0
6/5/19 18:15,15.97,6/5/19 18:15,81,6/5/19 18:15,0
6/5/19 18:18,15.97,6/5/19 18:18,81,6/5/19 18:18,0
6/5/19 18:21,15.97,6/5/19 18:21,83,6/5/19 18:21,0
6/5/19 18:24,15.97,6/5/19 18:24,81,6/5/19 18:24,0
6/5/19 18:27,15.86,6/5/19 18:27,80,6/5/19 18:27,0
6/5/19 18:30,15.86,6/5/19 18:30,82,6/5/19 18:30,0
6/5/19 18:33,15.89,6/5/19 18:33,81,6/5/19 18:33,0
6/5/19 18:36,15.95,6/5/19 18:36,78,6/5/19 18:36,0
6/5/19 18:39,15.97,6/5/19 18:39,80,6/5/19 18:39,0
6/5/19 18:42,15.97,6/5/19 18:42,78,6/5/19 18:42,0
6/5/19 18:45,15.86,6/5/19 18:45,82,6/5/19 18:45,0
6/5/19 18:48,15.86,6/5/19 18:48,81,6/5/19 18:48,0
6/5/19 18:51,15.86,6/5/19 18:51,82,6/5/19 18:51,0
6/5/19 18:54,15.86,6/5/19 18:54,84,6/5/19 18:54,0
6/5/19 18:57,15.86,6/5/19 18:57,82,6/5/19 18:57,0
6/5/19 19:00,15.86,6/5/19 19:00,82,6/5/19 19:00,0
6/5/19 19:03,15.86,6/5/19 19:03,81,6/5/19 19:03,0
6/5/19 19:06,15.86,6/5/19 19:06,82,6/5/19 19:06,0
6/5/19 19:09,15.86,6/5/19 19:09,84,6/5/19 19:09,0
6/5/19 19:12,15.75,6/5/19 19:12,81,6/5/19 19:12,0
6/5/19 19:15,15.75,6/5/19 19:15,78,6/5/19 19:15,0
6/5/19 19:18,15.75,6/5/19 19:18,81,6/5/19 19:18,0
6/5/19 19:21,15.78,6/5/19 19:21,81,6/5/19 19:21,0
