X,Temp(C),X,Heart rate(bpm),X,QI
6/11/19 15:50,16.84,6/11/19 15:50,85,6/11/19 15:50,2
6/11/19 15:53,16.95,6/11/19 15:53,93,6/11/19 15:53,0
6/11/19 15:56,16.95,6/11/19 15:56,92,6/11/19 15:56,0
6/11/19 15:59,16.92,6/11/19 15:59,90,6/11/19 15:59,0
6/11/19 16:02,16.95,6/11/19 16:02,89,6/11/19 16:02,0
6/11/19 16:05,16.95,6/11/19 16:05,81,6/11/19 16:05,0
6/11/19 16:08,16.95,6/11/19 16:08,92,6/11/19 16:08,0
6/11/19 16:11,16.95,6/11/19 16:11,90,6/11/19 16:11,0
6/11/19 16:14,16.95,6/11/19 16:14,93,6/11/19 16:14,0
6/11/19 16:17,16.95,6/11/19 16:17,93,6/11/19 16:17,0
6/11/19 16:20,16.9,6/11/19 16:20,90,6/11/19 16:20,0
6/11/19 16:23,16.9,6/11/19 16:23,92,6/11/19 16:23,0
6/11/19 16:26,16.95,6/11/19 16:26,92,6/11/19 16:26,0
6/11/19 16:29,16.95,6/11/19 16:29,83,6/11/19 16:29,0
6/11/19 16:32,16.95,6/11/19 16:32,92,6/11/19 16:32,0
6/11/19 16:35,16.95,6/11/19 16:35,93,6/11/19 16:35,0
6/11/19 16:38,16.95,6/11/19 16:38,96,6/11/19 16:38,0
6/11/19 16:41,16.92,6/11/19 16:41,93,6/11/19 16:41,0
6/11/19 16:44,16.84,6/11/19 16:44,90,6/11/19 16:44,0
6/11/19 16:47,16.84,6/11/19 16:47,89,6/11/19 16:47,0
6/11/19 16:50,16.84,6/11/19 16:50,92,6/11/19 16:50,0
6/11/19 16:53,16.92,6/11/19 16:53,89,6/11/19 16:53,0
6/11/19 16:56,16.95,6/11/19 16:56,90,6/11/19 16:56,0
6/11/19 16:59,16.95,6/11/19 16:59,86,6/11/19 16:59,2
6/11/19 17:02,16.95,6/11/19 17:02,95,6/11/19 17:02,0
6/11/19 17:05,16.87,6/11/19 17:05,93,6/11/19 17:05,0
6/11/19 17:08,16.84,6/11/19 17:08,93,6/11/19 17:08,0
6/11/19 17:11,16.84,6/11/19 17:11,93,6/11/19 17:11,0
6/11/19 17:14,16.9,6/11/19 17:14,95,6/11/19 17:14,0
6/11/19 17:17,16.95,6/11/19 17:17,89,6/11/19 17:17,0
6/11/19 17:20,16.95,6/11/19 17:20,90,6/11/19 17:20,0
6/11/19 17:23,16.95,6/11/19 17:23,124,6/11/19 17:23,2
6/11/19 17:26,16.95,6/11/19 17:26,95,6/11/19 17:26,0
6/11/19 17:29,16.84,6/11/19 17:29,95,6/11/19 17:29,0
6/11/19 17:32,16.84,6/11/19 17:32,93,6/11/19 17:32,0
6/11/19 17:35,16.84,6/11/19 17:35,92,6/11/19 17:35,2
6/11/19 17:38,16.95,6/11/19 17:38,89,6/11/19 17:38,0
6/11/19 17:41,16.95,6/11/19 17:41,95,6/11/19 17:41,0
6/11/19 17:44,16.95,6/11/19 17:44,92,6/11/19 17:44,0
6/11/19 17:47,16.95,6/11/19 17:47,95,6/11/19 17:47,0
6/11/19 17:50,16.87,6/11/19 17:50,93,6/11/19 17:50,0
6/11/19 17:53,16.84,6/11/19 17:53,93,6/11/19 17:53,0
6/11/19 17:56,16.84,6/11/19 17:56,93,6/11/19 17:56,0
6/11/19 17:59,16.9,6/11/19 17:59,93,6/11/19 17:59,0
6/11/19 18:02,16.95,6/11/19 18:02,89,6/11/19 18:02,0
6/11/19 18:05,16.95,6/11/19 18:05,92,6/11/19 18:05,0
6/11/19 18:08,16.95,6/11/19 18:08,95,6/11/19 18:08,0
6/11/19 18:11,16.95,6/11/19 18:11,92,6/11/19 18:11,0
6/11/19 18:14,16.84,6/11/19 18:14,90,6/11/19 18:14,0
6/11/19 18:17,16.84,6/11/19 18:17,90,6/11/19 18:17,2
6/11/19 18:20,16.84,6/11/19 18:20,93,6/11/19 18:20,0
6/11/19 18:23,16.9,6/11/19 18:23,93,6/11/19 18:23,0
6/11/19 18:26,16.95,6/11/19 18:26,48,6/11/19 18:26,1
6/11/19 18:29,16.95,6/11/19 18:29,93,6/11/19 18:29,0
6/11/19 18:32,16.95,6/11/19 18:32,93,6/11/19 18:32,0
6/11/19 18:35,16.9,6/11/19 18:35,93,6/11/19 18:35,0
6/11/19 18:38,16.84,6/11/19 18:38,95,6/11/19 18:38,0
6/11/19 18:41,16.84,6/11/19 18:41,92,6/11/19 18:41,0
6/11/19 18:44,16.84,6/11/19 18:44,92,6/11/19 18:44,0
6/11/19 18:47,16.92,6/11/19 18:47,92,6/11/19 18:47,0
6/11/19 18:50,16.95,6/11/19 18:50,95,6/11/19 18:50,0
6/11/19 18:53,16.95,6/11/19 18:53,95,6/11/19 18:53,1
6/11/19 18:56,16.95,6/11/19 18:56,92,6/11/19 18:56,0
6/11/19 18:59,16.84,6/11/19 18:59,93,6/11/19 18:59,0
6/11/19 19:02,16.84,6/11/19 19:02,92,6/11/19 19:02,0
6/11/19 19:05,16.84,6/11/19 19:05,93,6/11/19 19:05,0
6/11/19 19:08,16.87,6/11/19 19:08,92,6/11/19 19:08,0
6/11/19 19:11,16.95,6/11/19 19:11,37,6/11/19 19:11,2
6/11/19 19:14,16.95,6/11/19 19:14,92,6/11/19 19:14,2
6/11/19 19:17,16.95,6/11/19 19:17,92,6/11/19 19:17,0
6/11/19 19:20,16.95,6/11/19 19:20,95,6/11/19 19:20,0
6/11/19 19:23,16.84,6/11/19 19:23,93,6/11/19 19:23,0
6/11/19 19:26,16.84,6/11/19 19:26,93,6/11/19 19:26,0
6/11/19 19:29,16.84,6/11/19 19:29,92,6/11/19 19:29,0
6/11/19 19:32,16.9,6/11/19 19:32,90,6/11/19 19:32,3
6/11/19 19:35,16.95,6/11/19 19:35,92,6/11/19 19:35,1
6/11/19 19:38,16.95,6/11/19 19:38,93,6/11/19 19:38,0
6/11/19 19:41,16.95,6/11/19 19:41,93,6/11/19 19:41,0
6/11/19 19:44,16.9,6/11/19 19:44,92,6/11/19 19:44,0
6/11/19 19:47,16.84,6/11/19 19:47,92,6/11/19 19:47,0
6/11/19 19:50,16.84,6/11/19 19:50,46,6/11/19 19:50,3
6/11/19 19:53,16.84,6/11/19 19:53,93,6/11/19 19:53,1
6/11/19 19:56,16.92,6/11/19 19:56,95,6/11/19 19:56,0
6/11/19 19:59,16.95,6/11/19 19:59,95,6/11/19 19:59,0
6/11/19 20:02,16.95,6/11/19 20:02,90,6/11/19 20:02,2
6/11/19 20:05,16.95,6/11/19 20:05,95,6/11/19 20:05,0
6/11/19 20:08,16.84,6/11/19 20:08,92,6/11/19 20:08,0
6/11/19 20:11,16.84,6/11/19 20:11,92,6/11/19 20:11,0
6/11/19 20:14,16.84,6/11/19 20:14,93,6/11/19 20:14,2
6/11/19 20:17,16.84,6/11/19 20:17,95,6/11/19 20:17,0
6/11/19 20:20,16.87,6/11/19 20:20,95,6/11/19 20:20,1
6/11/19 20:23,16.95,6/11/19 20:23,96,6/11/19 20:23,0
6/11/19 20:26,16.95,6/11/19 20:26,98,6/11/19 20:26,0
6/11/19 20:29,16.87,6/11/19 20:29,100,6/11/19 20:29,0
6/11/19 20:32,16.84,6/11/19 20:32,98,6/11/19 20:32,0
6/11/19 20:35,16.84,6/11/19 20:35,100,6/11/19 20:35,0
6/11/19 20:38,16.84,6/11/19 20:38,98,6/11/19 20:38,0
6/11/19 20:41,16.84,6/11/19 20:41,98,6/11/19 20:41,0
6/11/19 20:44,16.9,6/11/19 20:44,95,6/11/19 20:44,0
6/11/19 20:47,16.95,6/11/19 20:47,98,6/11/19 20:47,0
6/11/19 20:50,16.95,6/11/19 20:50,96,6/11/19 20:50,0
6/11/19 20:53,16.84,6/11/19 20:53,96,6/11/19 20:53,0
6/11/19 20:56,16.84,6/11/19 20:56,98,6/11/19 20:56,0
6/11/19 20:59,16.84,6/11/19 20:59,95,6/11/19 20:59,0
6/11/19 21:02,16.84,6/11/19 21:02,93,6/11/19 21:02,0
6/11/19 21:05,16.84,6/11/19 21:05,95,6/11/19 21:05,0
6/11/19 21:08,16.9,6/11/19 21:08,93,6/11/19 21:08,0
6/11/19 21:11,16.95,6/11/19 21:11,95,6/11/19 21:11,0
6/11/19 21:14,16.92,6/11/19 21:14,92,6/11/19 21:14,0
6/11/19 21:17,16.84,6/11/19 21:17,92,6/11/19 21:17,0
6/11/19 21:20,16.84,6/11/19 21:20,93,6/11/19 21:20,0
6/11/19 21:23,16.84,6/11/19 21:23,93,6/11/19 21:23,0
6/11/19 21:26,16.84,6/11/19 21:26,93,6/11/19 21:26,0
6/11/19 21:29,16.84,6/11/19 21:29,92,6/11/19 21:29,0
6/11/19 21:32,16.87,6/11/19 21:32,93,6/11/19 21:32,0
6/11/19 21:35,16.95,6/11/19 21:35,85,6/11/19 21:35,2
6/11/19 21:38,16.84,6/11/19 21:38,89,6/11/19 21:38,0
6/11/19 21:41,16.84,6/11/19 21:41,86,6/11/19 21:41,1
6/11/19 21:44,16.84,6/11/19 21:44,88,6/11/19 21:44,0
6/11/19 21:47,16.84,6/11/19 21:47,90,6/11/19 21:47,0
6/11/19 21:50,16.84,6/11/19 21:50,89,6/11/19 21:50,0
6/11/19 21:53,16.84,6/11/19 21:53,88,6/11/19 21:53,0
6/11/19 21:56,16.87,6/11/19 21:56,92,6/11/19 21:56,0
6/11/19 21:59,16.92,6/11/19 21:59,90,6/11/19 21:59,0
6/11/19 22:02,16.84,6/11/19 22:02,86,6/11/19 22:02,0
6/11/19 22:05,16.84,6/11/19 22:05,89,6/11/19 22:05,0
6/11/19 22:08,16.84,6/11/19 22:08,86,6/11/19 22:08,0
6/11/19 22:11,16.84,6/11/19 22:11,88,6/11/19 22:11,0
6/11/19 22:14,16.84,6/11/19 22:14,88,6/11/19 22:14,0
6/11/19 22:17,16.84,6/11/19 22:17,88,6/11/19 22:17,0
6/11/19 22:20,16.84,6/11/19 22:20,90,6/11/19 22:20,0
6/11/19 22:23,16.84,6/11/19 22:23,90,6/11/19 22:23,0
6/11/19 22:26,16.84,6/11/19 22:26,88,6/11/19 22:26,0
6/11/19 22:29,16.84,6/11/19 22:29,89,6/11/19 22:29,0
6/11/19 22:32,16.84,6/11/19 22:32,89,6/11/19 22:32,0
6/11/19 22:35,16.84,6/11/19 22:35,89,6/11/19 22:35,2
6/11/19 22:38,16.84,6/11/19 22:38,89,6/11/19 22:38,0
6/11/19 22:41,16.84,6/11/19 22:41,89,6/11/19 22:41,0
6/11/19 22:44,16.84,6/11/19 22:44,84,6/11/19 22:44,0
6/11/19 22:47,16.84,6/11/19 22:47,85,6/11/19 22:47,0
6/11/19 22:50,16.84,6/11/19 22:50,84,6/11/19 22:50,1
6/11/19 22:53,16.84,6/11/19 22:53,86,6/11/19 22:53,0
6/11/19 22:56,16.84,6/11/19 22:56,86,6/11/19 22:56,0
6/11/19 22:59,16.84,6/11/19 22:59,89,6/11/19 22:59,2
6/11/19 23:02,16.84,6/11/19 23:02,90,6/11/19 23:02,0
6/11/19 23:05,16.84,6/11/19 23:05,86,6/11/19 23:05,0
6/11/19 23:08,16.84,6/11/19 23:08,88,6/11/19 23:08,0
6/11/19 23:11,16.84,6/11/19 23:11,92,6/11/19 23:11,0
6/11/19 23:14,16.84,6/11/19 23:14,90,6/11/19 23:14,0
6/11/19 23:17,16.84,6/11/19 23:17,90,6/11/19 23:17,0
6/11/19 23:20,16.84,6/11/19 23:20,90,6/11/19 23:20,0
6/11/19 23:23,16.84,6/11/19 23:23,89,6/11/19 23:23,0
6/11/19 23:26,16.84,6/11/19 23:26,89,6/11/19 23:26,0
6/11/19 23:29,16.84,6/11/19 23:29,89,6/11/19 23:29,0
6/11/19 23:32,16.84,6/11/19 23:32,89,6/11/19 23:32,0
6/11/19 23:35,16.84,6/11/19 23:35,95,6/11/19 23:35,0
6/11/19 23:38,16.84,6/11/19 23:38,92,6/11/19 23:38,0
6/11/19 23:41,16.84,6/11/19 23:41,86,6/11/19 23:41,0
6/11/19 23:44,16.84,6/11/19 23:44,86,6/11/19 23:44,0
6/11/19 23:47,16.84,6/11/19 23:47,89,6/11/19 23:47,0
6/11/19 23:50,16.84,6/11/19 23:50,90,6/11/19 23:50,0
6/11/19 23:53,16.84,6/11/19 23:53,44,6/11/19 23:53,1
6/11/19 23:56,16.84,6/11/19 23:56,95,6/11/19 23:56,0
6/11/19 23:59,16.84,6/11/19 23:59,95,6/11/19 23:59,0
6/12/19 0:02,16.84,6/12/19 0:02,92,6/12/19 0:02,0
6/12/19 0:05,16.84,6/12/19 0:05,96,6/12/19 0:05,0
6/12/19 0:08,16.84,6/12/19 0:08,96,6/12/19 0:08,0
6/12/19 0:11,16.84,6/12/19 0:11,93,6/12/19 0:11,0
6/12/19 0:14,16.84,6/12/19 0:14,96,6/12/19 0:14,0
6/12/19 0:17,16.84,6/12/19 0:17,96,6/12/19 0:17,0
6/12/19 0:20,16.84,6/12/19 0:20,93,6/12/19 0:20,0
6/12/19 0:23,16.78,6/12/19 0:23,96,6/12/19 0:23,0
6/12/19 0:26,16.81,6/12/19 0:26,95,6/12/19 0:26,0
6/12/19 0:29,16.84,6/12/19 0:29,98,6/12/19 0:29,0
6/12/19 0:32,16.84,6/12/19 0:32,93,6/12/19 0:32,0
6/12/19 0:35,16.84,6/12/19 0:35,96,6/12/19 0:35,0
6/12/19 0:38,16.84,6/12/19 0:38,98,6/12/19 0:38,0
6/12/19 0:41,16.84,6/12/19 0:41,95,6/12/19 0:41,0
6/12/19 0:44,16.73,6/12/19 0:44,93,6/12/19 0:44,0
6/12/19 0:47,16.73,6/12/19 0:47,98,6/12/19 0:47,0
6/12/19 0:50,16.73,6/12/19 0:50,100,6/12/19 0:50,0
6/12/19 0:53,16.78,6/12/19 0:53,96,6/12/19 0:53,0
6/12/19 0:56,16.84,6/12/19 0:56,98,6/12/19 0:56,0
6/12/19 0:59,16.84,6/12/19 0:59,100,6/12/19 0:59,0
6/12/19 1:02,16.84,6/12/19 1:02,98,6/12/19 1:02,0
6/12/19 1:05,16.81,6/12/19 1:05,95,6/12/19 1:05,0
6/12/19 1:08,16.73,6/12/19 1:08,95,6/12/19 1:08,0
6/12/19 1:11,16.73,6/12/19 1:11,89,6/12/19 1:11,0
6/12/19 1:14,16.73,6/12/19 1:14,86,6/12/19 1:14,0
6/12/19 1:17,16.73,6/12/19 1:17,92,6/12/19 1:17,0
6/12/19 1:20,16.78,6/12/19 1:20,95,6/12/19 1:20,0
6/12/19 1:23,16.84,6/12/19 1:23,93,6/12/19 1:23,0
6/12/19 1:26,16.84,6/12/19 1:26,92,6/12/19 1:26,0
6/12/19 1:29,16.73,6/12/19 1:29,93,6/12/19 1:29,0
6/12/19 1:32,16.73,6/12/19 1:32,90,6/12/19 1:32,0
6/12/19 1:35,16.73,6/12/19 1:35,96,6/12/19 1:35,0
6/12/19 1:38,16.73,6/12/19 1:38,100,6/12/19 1:38,0
6/12/19 1:41,16.73,6/12/19 1:41,100,6/12/19 1:41,0
6/12/19 1:44,16.84,6/12/19 1:44,100,6/12/19 1:44,0
6/12/19 1:47,16.84,6/12/19 1:47,98,6/12/19 1:47,0
6/12/19 1:50,16.73,6/12/19 1:50,98,6/12/19 1:50,0
6/12/19 1:53,16.73,6/12/19 1:53,96,6/12/19 1:53,0
6/12/19 1:56,16.73,6/12/19 1:56,95,6/12/19 1:56,2
6/12/19 1:59,16.73,6/12/19 1:59,100,6/12/19 1:59,0
6/12/19 2:02,16.73,6/12/19 2:02,100,6/12/19 2:02,0
6/12/19 2:05,16.73,6/12/19 2:05,100,6/12/19 2:05,0
6/12/19 2:08,16.73,6/12/19 2:08,98,6/12/19 2:08,0
6/12/19 2:11,16.73,6/12/19 2:11,98,6/12/19 2:11,0
6/12/19 2:14,16.73,6/12/19 2:14,95,6/12/19 2:14,0
6/12/19 2:17,16.73,6/12/19 2:17,95,6/12/19 2:17,0
6/12/19 2:20,16.73,6/12/19 2:20,100,6/12/19 2:20,0
6/12/19 2:23,16.73,6/12/19 2:23,96,6/12/19 2:23,0
6/12/19 2:26,16.73,6/12/19 2:26,100,6/12/19 2:26,0
6/12/19 2:29,16.73,6/12/19 2:29,96,6/12/19 2:29,0
6/12/19 2:32,16.73,6/12/19 2:32,96,6/12/19 2:32,0
6/12/19 2:35,16.73,6/12/19 2:35,100,6/12/19 2:35,0
6/12/19 2:38,16.73,6/12/19 2:38,100,6/12/19 2:38,0
6/12/19 2:41,16.64,6/12/19 2:41,98,6/12/19 2:41,0
6/12/19 2:44,16.67,6/12/19 2:44,100,6/12/19 2:44,0
6/12/19 2:47,16.73,6/12/19 2:47,101,6/12/19 2:47,0
6/12/19 2:50,16.73,6/12/19 2:50,98,6/12/19 2:50,0
6/12/19 2:53,16.73,6/12/19 2:53,100,6/12/19 2:53,0
6/12/19 2:56,16.73,6/12/19 2:56,100,6/12/19 2:56,0
6/12/19 2:59,16.73,6/12/19 2:59,100,6/12/19 2:59,0
6/12/19 3:02,16.62,6/12/19 3:02,98,6/12/19 3:02,0
6/12/19 3:05,16.62,6/12/19 3:05,96,6/12/19 3:05,0
6/12/19 3:08,16.62,6/12/19 3:08,98,6/12/19 3:08,0
6/12/19 3:11,16.62,6/12/19 3:11,95,6/12/19 3:11,0
6/12/19 3:14,16.62,6/12/19 3:14,95,6/12/19 3:14,0
6/12/19 3:17,16.67,6/12/19 3:17,95,6/12/19 3:17,0
6/12/19 3:20,16.73,6/12/19 3:20,95,6/12/19 3:20,2
6/12/19 3:23,16.62,6/12/19 3:23,96,6/12/19 3:23,0
6/12/19 3:26,16.62,6/12/19 3:26,100,6/12/19 3:26,0
6/12/19 3:29,16.62,6/12/19 3:29,100,6/12/19 3:29,0
6/12/19 3:32,16.62,6/12/19 3:32,98,6/12/19 3:32,0
6/12/19 3:35,16.62,6/12/19 3:35,95,6/12/19 3:35,0
6/12/19 3:38,16.62,6/12/19 3:38,96,6/12/19 3:38,0
6/12/19 3:41,16.62,6/12/19 3:41,95,6/12/19 3:41,0
6/12/19 3:44,16.62,6/12/19 3:44,93,6/12/19 3:44,0
6/12/19 3:47,16.62,6/12/19 3:47,98,6/12/19 3:47,0
6/12/19 3:50,16.62,6/12/19 3:50,100,6/12/19 3:50,0
6/12/19 3:53,16.62,6/12/19 3:53,101,6/12/19 3:53,0
6/12/19 3:56,16.62,6/12/19 3:56,100,6/12/19 3:56,0
6/12/19 3:59,16.62,6/12/19 3:59,100,6/12/19 3:59,0
6/12/19 4:02,16.62,6/12/19 4:02,98,6/12/19 4:02,0
6/12/19 4:05,16.62,6/12/19 4:05,100,6/12/19 4:05,0
6/12/19 4:08,16.62,6/12/19 4:08,98,6/12/19 4:08,0
