X,Temp(C),X,Heart rate(bpm),X,QI
12/11/18 14:00,20.61,12/11/18 14:00,59,12/11/18 14:00,2
12/11/18 14:03,20.61,12/11/18 14:03,59,12/11/18 14:03,0
12/11/18 14:06,20.61,12/11/18 14:06,120,12/11/18 14:06,0
12/11/18 14:09,20.61,12/11/18 14:09,120,12/11/18 14:09,0
12/11/18 14:12,20.61,12/11/18 14:12,122,12/11/18 14:12,0
12/11/18 14:15,20.53,12/11/18 14:15,120,12/11/18 14:15,0
12/11/18 14:18,20.51,12/11/18 14:18,122,12/11/18 14:18,0
12/11/18 14:21,20.51,12/11/18 14:21,122,12/11/18 14:21,0
12/11/18 14:24,20.51,12/11/18 14:24,124,12/11/18 14:24,0
12/11/18 14:27,20.72,12/11/18 14:27,124,12/11/18 14:27,2
12/11/18 14:30,20.72,12/11/18 14:30,124,12/11/18 14:30,0
12/11/18 14:33,20.83,12/11/18 14:33,124,12/11/18 14:33,0
12/11/18 14:36,20.78,12/11/18 14:36,124,12/11/18 14:36,0
12/11/18 14:39,20.72,12/11/18 14:39,124,12/11/18 14:39,0
12/11/18 14:42,20.72,12/11/18 14:42,124,12/11/18 14:42,0
12/11/18 14:45,20.72,12/11/18 14:45,122,12/11/18 14:45,1
12/11/18 14:48,20.83,12/11/18 14:48,122,12/11/18 14:48,1
12/11/18 14:51,20.83,12/11/18 14:51,127,12/11/18 14:51,0
12/11/18 14:54,20.94,12/11/18 14:54,127,12/11/18 14:54,0
12/11/18 14:57,20.94,12/11/18 14:57,130,12/11/18 14:57,0
12/11/18 15:00,20.94,12/11/18 15:00,127,12/11/18 15:00,0
12/11/18 15:03,20.91,12/11/18 15:03,124,12/11/18 15:03,0
12/11/18 15:06,20.83,12/11/18 15:06,127,12/11/18 15:06,0
12/11/18 15:09,20.83,12/11/18 15:09,127,12/11/18 15:09,0
12/11/18 15:12,20.94,12/11/18 15:12,127,12/11/18 15:12,0
12/11/18 15:15,20.94,12/11/18 15:15,124,12/11/18 15:15,0
12/11/18 15:18,20.97,12/11/18 15:18,124,12/11/18 15:18,0
12/11/18 15:21,20.94,12/11/18 15:21,124,12/11/18 15:21,1
12/11/18 15:24,20.94,12/11/18 15:24,127,12/11/18 15:24,0
12/11/18 15:27,20.94,12/11/18 15:27,127,12/11/18 15:27,1
12/11/18 15:30,20.94,12/11/18 15:30,127,12/11/18 15:30,0
12/11/18 15:33,20.91,12/11/18 15:33,130,12/11/18 15:33,0
12/11/18 15:36,20.83,12/11/18 15:36,130,12/11/18 15:36,0
12/11/18 15:39,20.83,12/11/18 15:39,130,12/11/18 15:39,0
12/11/18 15:42,20.83,12/11/18 15:42,124,12/11/18 15:42,1
12/11/18 15:45,20.72,12/11/18 15:45,61,12/11/18 15:45,2
12/11/18 15:48,20.72,12/11/18 15:48,127,12/11/18 15:48,0
