X,Temp(C),X,Heart rate(bpm),X,QI
12/9/18 14:00,10.97,12/9/18 14:00,55,12/9/18 14:00,2
12/9/18 14:03,10.97,12/9/18 14:03,54,12/9/18 14:03,0
12/9/18 14:06,10.97,12/9/18 14:06,82,12/9/18 14:06,2
12/9/18 14:09,10.97,12/9/18 14:09,55,12/9/18 14:09,2
12/9/18 14:12,10.97,12/9/18 14:12,40,12/9/18 14:12,2
12/9/18 14:15,10.97,12/9/18 14:15,55,12/9/18 14:15,0
12/9/18 14:18,10.97,12/9/18 14:18,51,12/9/18 14:18,1
12/9/18 14:21,10.97,12/9/18 14:21,50,12/9/18 14:21,3
12/9/18 14:24,10.97,12/9/18 14:24,50,12/9/18 14:24,1
12/9/18 14:27,11,12/9/18 14:27,120,12/9/18 14:27,3
12/9/18 14:30,10.97,12/9/18 14:30,81,12/9/18 14:30,3
12/9/18 14:33,10.97,12/9/18 14:33,93,12/9/18 14:33,2
12/9/18 14:36,10.97,12/9/18 14:36,150,12/9/18 14:36,2
12/9/18 14:39,10.97,12/9/18 14:39,181,12/9/18 14:39,2
12/9/18 14:42,10.97,12/9/18 14:42,54,12/9/18 14:42,1
12/9/18 14:45,10.97,12/9/18 14:45,52,12/9/18 14:45,3
12/9/18 14:48,10.97,12/9/18 14:48,88,12/9/18 14:48,2
12/9/18 14:51,10.97,12/9/18 14:51,26,12/9/18 14:51,2
12/9/18 14:54,10.97,12/9/18 14:54,101,12/9/18 14:54,2
12/9/18 14:57,10.97,12/9/18 14:57,122,12/9/18 14:57,1
12/9/18 15:00,11,12/9/18 15:00,61,12/9/18 15:00,2
12/9/18 15:03,10.97,12/9/18 15:03,117,12/9/18 15:03,2
12/9/18 15:06,10.97,12/9/18 15:06,50,12/9/18 15:06,1
12/9/18 15:09,10.91,12/9/18 15:09,49,12/9/18 15:09,1
12/9/18 15:12,10.89,12/9/18 15:12,49,12/9/18 15:12,2
12/9/18 15:15,10.91,12/9/18 15:15,50,12/9/18 15:15,1
12/9/18 15:18,10.95,12/9/18 15:18,49,12/9/18 15:18,2
12/9/18 15:21,10.97,12/9/18 15:21,47,12/9/18 15:21,1
12/9/18 15:24,10.97,12/9/18 15:24,98,12/9/18 15:24,2
12/9/18 15:27,10.97,12/9/18 15:27,47,12/9/18 15:27,2
12/9/18 15:30,10.97,12/9/18 15:30,45,12/9/18 15:30,1
12/9/18 15:33,10.97,12/9/18 15:33,50,12/9/18 15:33,1
12/9/18 15:36,10.89,12/9/18 15:36,48,12/9/18 15:36,0
12/9/18 15:39,10.89,12/9/18 15:39,48,12/9/18 15:39,2
12/9/18 15:42,10.89,12/9/18 15:42,45,12/9/18 15:42,2
12/9/18 15:45,10.89,12/9/18 15:45,46,12/9/18 15:45,1
12/9/18 15:48,10.89,12/9/18 15:48,44,12/9/18 15:48,2
12/9/18 15:51,10.89,12/9/18 15:51,38,12/9/18 15:51,2
12/9/18 15:54,10.89,12/9/18 15:54,76,12/9/18 15:54,1
12/9/18 15:57,10.89,12/9/18 15:57,44,12/9/18 15:57,3
12/9/18 16:00,10.89,12/9/18 16:00,76,12/9/18 16:00,1
12/9/18 16:03,10.89,12/9/18 16:03,68,12/9/18 16:03,1
12/9/18 16:06,10.89,12/9/18 16:06,51,12/9/18 16:06,1
12/9/18 16:09,10.89,12/9/18 16:09,86,12/9/18 16:09,3
12/9/18 16:12,10.85,12/9/18 16:12,47,12/9/18 16:12,0
12/9/18 16:15,10.81,12/9/18 16:15,43,12/9/18 16:15,2
12/9/18 16:18,10.81,12/9/18 16:18,96,12/9/18 16:18,2
12/9/18 16:21,10.81,12/9/18 16:21,42,12/9/18 16:21,0
12/9/18 16:24,10.81,12/9/18 16:24,120,12/9/18 16:24,2
