X,Temp(C),X,Heart rate(bpm),X,QI
6/11/19 15:50,17.01,6/11/19 15:50,33,6/11/19 15:50,1
6/11/19 15:53,17.01,6/11/19 15:53,105,6/11/19 15:53,0
6/11/19 15:56,17.01,6/11/19 15:56,103,6/11/19 15:56,0
6/11/19 15:59,17.01,6/11/19 15:59,103,6/11/19 15:59,0
6/11/19 16:02,17.01,6/11/19 16:02,101,6/11/19 16:02,0
6/11/19 16:05,17.01,6/11/19 16:05,103,6/11/19 16:05,0
6/11/19 16:08,17.01,6/11/19 16:08,101,6/11/19 16:08,0
6/11/19 16:11,17.01,6/11/19 16:11,103,6/11/19 16:11,0
6/11/19 16:14,17.01,6/11/19 16:14,103,6/11/19 16:14,0
6/11/19 16:17,17.01,6/11/19 16:17,101,6/11/19 16:17,0
6/11/19 16:20,17.01,6/11/19 16:20,101,6/11/19 16:20,2
6/11/19 16:23,17.01,6/11/19 16:23,98,6/11/19 16:23,0
6/11/19 16:26,17.01,6/11/19 16:26,98,6/11/19 16:26,0
6/11/19 16:29,17.01,6/11/19 16:29,96,6/11/19 16:29,0
6/11/19 16:32,17.01,6/11/19 16:32,100,6/11/19 16:32,0
6/11/19 16:35,17.01,6/11/19 16:35,103,6/11/19 16:35,0
6/11/19 16:38,17.01,6/11/19 16:38,95,6/11/19 16:38,0
6/11/19 16:41,17.01,6/11/19 16:41,89,6/11/19 16:41,1
6/11/19 16:44,17.01,6/11/19 16:44,96,6/11/19 16:44,0
6/11/19 16:47,17.01,6/11/19 16:47,96,6/11/19 16:47,0
6/11/19 16:50,17.01,6/11/19 16:50,95,6/11/19 16:50,0
6/11/19 16:53,17.01,6/11/19 16:53,93,6/11/19 16:53,0
6/11/19 16:56,17.01,6/11/19 16:56,89,6/11/19 16:56,0
6/11/19 16:59,17.01,6/11/19 16:59,17,6/11/19 16:59,1
6/11/19 17:02,17.01,6/11/19 17:02,88,6/11/19 17:02,1
6/11/19 17:05,17.01,6/11/19 17:05,45,6/11/19 17:05,0
6/11/19 17:08,17.01,6/11/19 17:08,32,6/11/19 17:08,1
6/11/19 17:11,17.01,6/11/19 17:11,89,6/11/19 17:11,0
6/11/19 17:14,17.01,6/11/19 17:14,89,6/11/19 17:14,1
6/11/19 17:17,17.01,6/11/19 17:17,84,6/11/19 17:17,0
6/11/19 17:20,17.01,6/11/19 17:20,13,6/11/19 17:20,0
6/11/19 17:23,17.01,6/11/19 17:23,101,6/11/19 17:23,0
6/11/19 17:26,17.01,6/11/19 17:26,96,6/11/19 17:26,0
6/11/19 17:29,17.01,6/11/19 17:29,67,6/11/19 17:29,1
6/11/19 17:32,17.01,6/11/19 17:32,100,6/11/19 17:32,0
6/11/19 17:35,17.01,6/11/19 17:35,105,6/11/19 17:35,0
6/11/19 17:38,17.01,6/11/19 17:38,100,6/11/19 17:38,0
6/11/19 17:41,17.01,6/11/19 17:41,105,6/11/19 17:41,0
6/11/19 17:44,17.01,6/11/19 17:44,105,6/11/19 17:44,0
6/11/19 17:47,17.01,6/11/19 17:47,103,6/11/19 17:47,0
