X,Temp(C),X,Heart rate(bpm),X,QI
1/15/19 13:00,20.61,1/15/19 13:00,41,1/15/19 13:00,2
1/15/19 13:03,20.7,1/15/19 13:03,117,1/15/19 13:03,0
1/15/19 13:06,20.72,1/15/19 13:06,120,1/15/19 13:06,0
1/15/19 13:09,20.72,1/15/19 13:09,117,1/15/19 13:09,0
1/15/19 13:12,20.72,1/15/19 13:12,120,1/15/19 13:12,0
1/15/19 13:15,20.67,1/15/19 13:15,120,1/15/19 13:15,0
1/15/19 13:18,20.67,1/15/19 13:18,120,1/15/19 13:18,0
1/15/19 13:21,20.72,1/15/19 13:21,122,1/15/19 13:21,0
1/15/19 13:24,20.72,1/15/19 13:24,117,1/15/19 13:24,2
1/15/19 13:27,20.72,1/15/19 13:27,120,1/15/19 13:27,0
1/15/19 13:30,20.72,1/15/19 13:30,117,1/15/19 13:30,0
1/15/19 13:33,20.72,1/15/19 13:33,122,1/15/19 13:33,0
1/15/19 13:36,20.61,1/15/19 13:36,120,1/15/19 13:36,0
1/15/19 13:39,20.61,1/15/19 13:39,122,1/15/19 13:39,0
1/15/19 13:42,20.61,1/15/19 13:42,122,1/15/19 13:42,0
1/15/19 13:45,20.61,1/15/19 13:45,122,1/15/19 13:45,0
1/15/19 13:48,20.7,1/15/19 13:48,120,1/15/19 13:48,0
1/15/19 13:51,20.72,1/15/19 13:51,120,1/15/19 13:51,0
1/15/19 13:54,20.72,1/15/19 13:54,0,1/15/19 13:54,3
1/15/19 13:57,20.61,1/15/19 13:57,117,1/15/19 13:57,2
1/15/19 14:00,20.61,1/15/19 14:00,122,1/15/19 14:00,0
1/15/19 14:03,20.61,1/15/19 14:03,122,1/15/19 14:03,0
1/15/19 14:06,20.61,1/15/19 14:06,122,1/15/19 14:06,0
1/15/19 14:09,20.61,1/15/19 14:09,120,1/15/19 14:09,0
1/15/19 14:12,20.61,1/15/19 14:12,122,1/15/19 14:12,0
1/15/19 14:15,20.64,1/15/19 14:15,122,1/15/19 14:15,0
1/15/19 14:18,20.61,1/15/19 14:18,122,1/15/19 14:18,0
1/15/19 14:21,20.61,1/15/19 14:21,120,1/15/19 14:21,0
1/15/19 14:24,20.61,1/15/19 14:24,122,1/15/19 14:24,0
1/15/19 14:27,20.61,1/15/19 14:27,122,1/15/19 14:27,0
1/15/19 14:30,20.61,1/15/19 14:30,122,1/15/19 14:30,0
1/15/19 14:33,20.61,1/15/19 14:33,122,1/15/19 14:33,0
1/15/19 14:36,20.61,1/15/19 14:36,122,1/15/19 14:36,0
1/15/19 14:39,20.61,1/15/19 14:39,38,1/15/19 14:39,2
1/15/19 14:42,20.61,1/15/19 14:42,122,1/15/19 14:42,0
1/15/19 14:45,20.61,1/15/19 14:45,122,1/15/19 14:45,0
1/15/19 14:48,20.61,1/15/19 14:48,124,1/15/19 14:48,0
1/15/19 14:51,20.61,1/15/19 14:51,124,1/15/19 14:51,0
1/15/19 14:54,20.61,1/15/19 14:54,124,1/15/19 14:54,0
1/15/19 14:57,20.61,1/15/19 14:57,122,1/15/19 14:57,0
1/15/19 15:00,20.61,1/15/19 15:00,124,1/15/19 15:00,0
1/15/19 15:03,20.61,1/15/19 15:03,124,1/15/19 15:03,0
1/15/19 15:06,20.61,1/15/19 15:06,124,1/15/19 15:06,0
1/15/19 15:09,20.61,1/15/19 15:09,124,1/15/19 15:09,0
1/15/19 15:12,20.61,1/15/19 15:12,124,1/15/19 15:12,0
1/15/19 15:15,20.61,1/15/19 15:15,124,1/15/19 15:15,0
1/15/19 15:18,20.61,1/15/19 15:18,122,1/15/19 15:18,0
1/15/19 15:21,20.61,1/15/19 15:21,122,1/15/19 15:21,0
1/15/19 15:24,20.61,1/15/19 15:24,122,1/15/19 15:24,0
1/15/19 15:27,20.61,1/15/19 15:27,124,1/15/19 15:27,0
1/15/19 15:30,20.61,1/15/19 15:30,124,1/15/19 15:30,0
1/15/19 15:33,20.61,1/15/19 15:33,122,1/15/19 15:33,0
1/15/19 15:36,20.61,1/15/19 15:36,122,1/15/19 15:36,0
1/15/19 15:39,20.61,1/15/19 15:39,122,1/15/19 15:39,0
1/15/19 15:42,20.61,1/15/19 15:42,111,1/15/19 15:42,0
1/15/19 15:45,20.61,1/15/19 15:45,122,1/15/19 15:45,0
1/15/19 15:48,20.61,1/15/19 15:48,333,1/15/19 15:48,2
1/15/19 15:51,20.61,1/15/19 15:51,124,1/15/19 15:51,0
1/15/19 15:54,20.61,1/15/19 15:54,124,1/15/19 15:54,0
1/15/19 15:57,20.61,1/15/19 15:57,122,1/15/19 15:57,0
1/15/19 16:00,20.61,1/15/19 16:00,124,1/15/19 16:00,0
1/15/19 16:03,20.61,1/15/19 16:03,124,1/15/19 16:03,0
1/15/19 16:06,20.61,1/15/19 16:06,122,1/15/19 16:06,0
1/15/19 16:09,20.61,1/15/19 16:09,122,1/15/19 16:09,2
1/15/19 16:12,20.61,1/15/19 16:12,124,1/15/19 16:12,0
1/15/19 16:15,20.61,1/15/19 16:15,122,1/15/19 16:15,0
1/15/19 16:18,20.61,1/15/19 16:18,122,1/15/19 16:18,0
1/15/19 16:21,20.61,1/15/19 16:21,100,1/15/19 16:21,0
1/15/19 16:24,20.61,1/15/19 16:24,122,1/15/19 16:24,0
1/15/19 16:27,20.61,1/15/19 16:27,122,1/15/19 16:27,0
1/15/19 16:30,20.61,1/15/19 16:30,115,1/15/19 16:30,0
1/15/19 16:33,20.61,1/15/19 16:33,122,1/15/19 16:33,0
1/15/19 16:36,20.61,1/15/19 16:36,120,1/15/19 16:36,0
1/15/19 16:39,20.61,1/15/19 16:39,122,1/15/19 16:39,0
1/15/19 16:42,20.61,1/15/19 16:42,122,1/15/19 16:42,0
1/15/19 16:45,20.61,1/15/19 16:45,122,1/15/19 16:45,0
1/15/19 16:48,20.61,1/15/19 16:48,122,1/15/19 16:48,0
1/15/19 16:51,20.61,1/15/19 16:51,122,1/15/19 16:51,0
1/15/19 16:54,20.61,1/15/19 16:54,124,1/15/19 16:54,0
1/15/19 16:57,20.61,1/15/19 16:57,122,1/15/19 16:57,0
1/15/19 17:00,20.61,1/15/19 17:00,124,1/15/19 17:00,0
1/15/19 17:03,20.61,1/15/19 17:03,122,1/15/19 17:03,0
1/15/19 17:06,20.61,1/15/19 17:06,122,1/15/19 17:06,0
1/15/19 17:09,20.61,1/15/19 17:09,117,1/15/19 17:09,0
1/15/19 17:12,20.61,1/15/19 17:12,122,1/15/19 17:12,0
1/15/19 17:15,20.61,1/15/19 17:15,122,1/15/19 17:15,0
1/15/19 17:18,20.61,1/15/19 17:18,122,1/15/19 17:18,0
1/15/19 17:21,20.61,1/15/19 17:21,122,1/15/19 17:21,0
1/15/19 17:24,20.61,1/15/19 17:24,122,1/15/19 17:24,0
1/15/19 17:27,20.61,1/15/19 17:27,124,1/15/19 17:27,0
1/15/19 17:30,20.56,1/15/19 17:30,122,1/15/19 17:30,0
1/15/19 17:33,20.61,1/15/19 17:33,111,1/15/19 17:33,0
1/15/19 17:36,20.61,1/15/19 17:36,117,1/15/19 17:36,0
1/15/19 17:39,20.61,1/15/19 17:39,60,1/15/19 17:39,2
1/15/19 17:42,20.61,1/15/19 17:42,120,1/15/19 17:42,0
1/15/19 17:45,20.61,1/15/19 17:45,120,1/15/19 17:45,0
1/15/19 17:48,20.59,1/15/19 17:48,120,1/15/19 17:48,2
1/15/19 17:51,20.51,1/15/19 17:51,120,1/15/19 17:51,1
1/15/19 17:54,20.51,1/15/19 17:54,122,1/15/19 17:54,0
1/15/19 17:57,20.53,1/15/19 17:57,122,1/15/19 17:57,0
1/15/19 18:00,20.61,1/15/19 18:00,122,1/15/19 18:00,0
1/15/19 18:03,20.61,1/15/19 18:03,122,1/15/19 18:03,0
1/15/19 18:06,20.61,1/15/19 18:06,122,1/15/19 18:06,0
1/15/19 18:09,20.59,1/15/19 18:09,122,1/15/19 18:09,0
1/15/19 18:12,20.51,1/15/19 18:12,122,1/15/19 18:12,0
1/15/19 18:15,20.51,1/15/19 18:15,122,1/15/19 18:15,0
1/15/19 18:18,20.51,1/15/19 18:18,124,1/15/19 18:18,0
1/15/19 18:21,20.53,1/15/19 18:21,133,1/15/19 18:21,3
1/15/19 18:24,20.61,1/15/19 18:24,122,1/15/19 18:24,0
1/15/19 18:27,20.61,1/15/19 18:27,122,1/15/19 18:27,0
1/15/19 18:30,20.61,1/15/19 18:30,122,1/15/19 18:30,0
1/15/19 18:33,20.59,1/15/19 18:33,120,1/15/19 18:33,0
1/15/19 18:36,20.51,1/15/19 18:36,122,1/15/19 18:36,0
1/15/19 18:39,20.51,1/15/19 18:39,120,1/15/19 18:39,1
1/15/19 18:42,20.51,1/15/19 18:42,122,1/15/19 18:42,0
1/15/19 18:45,20.51,1/15/19 18:45,120,1/15/19 18:45,2
1/15/19 18:48,20.59,1/15/19 18:48,120,1/15/19 18:48,0
1/15/19 18:51,20.61,1/15/19 18:51,122,1/15/19 18:51,0
1/15/19 18:54,20.61,1/15/19 18:54,122,1/15/19 18:54,0
1/15/19 18:57,20.51,1/15/19 18:57,117,1/15/19 18:57,1
1/15/19 19:00,20.51,1/15/19 19:00,120,1/15/19 19:00,0
1/15/19 19:03,20.51,1/15/19 19:03,115,1/15/19 19:03,1
1/15/19 19:06,20.51,1/15/19 19:06,120,1/15/19 19:06,2
1/15/19 19:09,20.51,1/15/19 19:09,122,1/15/19 19:09,2
1/15/19 19:12,20.53,1/15/19 19:12,124,1/15/19 19:12,0
1/15/19 19:15,20.59,1/15/19 19:15,120,1/15/19 19:15,0
1/15/19 19:18,20.51,1/15/19 19:18,122,1/15/19 19:18,0
1/15/19 19:21,20.51,1/15/19 19:21,122,1/15/19 19:21,0
1/15/19 19:24,20.51,1/15/19 19:24,120,1/15/19 19:24,2
1/15/19 19:27,20.51,1/15/19 19:27,111,1/15/19 19:27,0
1/15/19 19:30,20.51,1/15/19 19:30,120,1/15/19 19:30,2
1/15/19 19:33,20.51,1/15/19 19:33,122,1/15/19 19:33,0
1/15/19 19:36,20.53,1/15/19 19:36,122,1/15/19 19:36,0
1/15/19 19:39,20.59,1/15/19 19:39,122,1/15/19 19:39,0
1/15/19 19:42,20.51,1/15/19 19:42,117,1/15/19 19:42,2
1/15/19 19:45,20.51,1/15/19 19:45,86,1/15/19 19:45,3
1/15/19 19:48,20.51,1/15/19 19:48,120,1/15/19 19:48,0
1/15/19 19:51,20.51,1/15/19 19:51,122,1/15/19 19:51,0
1/15/19 19:54,20.51,1/15/19 19:54,122,1/15/19 19:54,0
1/15/19 19:57,20.51,1/15/19 19:57,122,1/15/19 19:57,0
1/15/19 20:00,20.51,1/15/19 20:00,122,1/15/19 20:00,0
1/15/19 20:03,20.51,1/15/19 20:03,122,1/15/19 20:03,0
1/15/19 20:06,20.51,1/15/19 20:06,122,1/15/19 20:06,0
1/15/19 20:09,20.51,1/15/19 20:09,122,1/15/19 20:09,0
1/15/19 20:12,20.51,1/15/19 20:12,122,1/15/19 20:12,0
1/15/19 20:15,20.51,1/15/19 20:15,122,1/15/19 20:15,0
1/15/19 20:18,20.51,1/15/19 20:18,51,1/15/19 20:18,2
1/15/19 20:21,20.51,1/15/19 20:21,117,1/15/19 20:21,0
1/15/19 20:24,20.51,1/15/19 20:24,122,1/15/19 20:24,0
1/15/19 20:27,20.51,1/15/19 20:27,122,1/15/19 20:27,0
1/15/19 20:30,20.51,1/15/19 20:30,122,1/15/19 20:30,2
1/15/19 20:33,20.51,1/15/19 20:33,122,1/15/19 20:33,0
1/15/19 20:36,20.51,1/15/19 20:36,122,1/15/19 20:36,0
1/15/19 20:39,20.51,1/15/19 20:39,122,1/15/19 20:39,0
1/15/19 20:42,20.51,1/15/19 20:42,122,1/15/19 20:42,0
1/15/19 20:45,20.51,1/15/19 20:45,122,1/15/19 20:45,0
1/15/19 20:48,20.51,1/15/19 20:48,122,1/15/19 20:48,0
1/15/19 20:51,20.51,1/15/19 20:51,122,1/15/19 20:51,0
1/15/19 20:54,20.51,1/15/19 20:54,122,1/15/19 20:54,0
1/15/19 20:57,20.51,1/15/19 20:57,122,1/15/19 20:57,1
1/15/19 21:00,20.59,1/15/19 21:00,122,1/15/19 21:00,0
1/15/19 21:03,20.61,1/15/19 21:03,122,1/15/19 21:03,0
1/15/19 21:06,20.61,1/15/19 21:06,120,1/15/19 21:06,0
1/15/19 21:09,20.61,1/15/19 21:09,124,1/15/19 21:09,0
1/15/19 21:12,20.61,1/15/19 21:12,124,1/15/19 21:12,0
1/15/19 21:15,20.72,1/15/19 21:15,124,1/15/19 21:15,0
1/15/19 21:18,20.72,1/15/19 21:18,124,1/15/19 21:18,0
1/15/19 21:21,20.72,1/15/19 21:21,124,1/15/19 21:21,0
1/15/19 21:24,20.83,1/15/19 21:24,122,1/15/19 21:24,0
1/15/19 21:27,20.83,1/15/19 21:27,124,1/15/19 21:27,0
1/15/19 21:30,20.83,1/15/19 21:30,124,1/15/19 21:30,0
1/15/19 21:33,20.83,1/15/19 21:33,124,1/15/19 21:33,0
1/15/19 21:36,20.83,1/15/19 21:36,124,1/15/19 21:36,0
1/15/19 21:39,20.94,1/15/19 21:39,127,1/15/19 21:39,0
1/15/19 21:42,20.94,1/15/19 21:42,122,1/15/19 21:42,0
1/15/19 21:45,20.94,1/15/19 21:45,122,1/15/19 21:45,1
1/15/19 21:48,20.97,1/15/19 21:48,124,1/15/19 21:48,0
1/15/19 21:51,21.05,1/15/19 21:51,127,1/15/19 21:51,0
1/15/19 21:54,21.05,1/15/19 21:54,124,1/15/19 21:54,0
1/15/19 21:57,21.05,1/15/19 21:57,124,1/15/19 21:57,0
1/15/19 22:00,21.05,1/15/19 22:00,122,1/15/19 22:00,0
1/15/19 22:03,20.94,1/15/19 22:03,124,1/15/19 22:03,0
1/15/19 22:06,20.94,1/15/19 22:06,124,1/15/19 22:06,0
