X,Temp(C),X,Heart rate(bpm),X,QI
12/8/18 13:00,10.86,12/8/18 13:00,44,12/8/18 13:00,0
12/8/18 13:03,10.86,12/8/18 13:03,45,12/8/18 13:03,0
12/8/18 13:06,10.86,12/8/18 13:06,45,12/8/18 13:06,0
12/8/18 13:09,10.86,12/8/18 13:09,46,12/8/18 13:09,0
12/8/18 13:12,10.86,12/8/18 13:12,45,12/8/18 13:12,0
12/8/18 13:15,10.86,12/8/18 13:15,45,12/8/18 13:15,0
12/8/18 13:18,10.86,12/8/18 13:18,46,12/8/18 13:18,0
12/8/18 13:21,10.92,12/8/18 13:21,47,12/8/18 13:21,0
12/8/18 13:24,10.98,12/8/18 13:24,47,12/8/18 13:24,0
12/8/18 13:27,10.98,12/8/18 13:27,46,12/8/18 13:27,0
12/8/18 13:30,10.98,12/8/18 13:30,48,12/8/18 13:30,0
12/8/18 13:33,10.86,12/8/18 13:33,45,12/8/18 13:33,0
12/8/18 13:36,10.86,12/8/18 13:36,45,12/8/18 13:36,0
12/8/18 13:39,10.86,12/8/18 13:39,43,12/8/18 13:39,0
12/8/18 13:42,10.86,12/8/18 13:42,44,12/8/18 13:42,0
12/8/18 13:45,10.86,12/8/18 13:45,41,12/8/18 13:45,0
12/8/18 13:48,10.86,12/8/18 13:48,41,12/8/18 13:48,0
12/8/18 13:51,10.86,12/8/18 13:51,41,12/8/18 13:51,0
12/8/18 13:54,10.86,12/8/18 13:54,41,12/8/18 13:54,0
12/8/18 13:57,10.89,12/8/18 13:57,42,12/8/18 13:57,0
12/8/18 14:00,10.95,12/8/18 14:00,42,12/8/18 14:00,0
12/8/18 14:03,10.95,12/8/18 14:03,42,12/8/18 14:03,0
12/8/18 14:06,10.86,12/8/18 14:06,43,12/8/18 14:06,0
12/8/18 14:09,10.86,12/8/18 14:09,41,12/8/18 14:09,0
12/8/18 14:12,10.86,12/8/18 14:12,40,12/8/18 14:12,0
12/8/18 14:15,10.86,12/8/18 14:15,40,12/8/18 14:15,0
12/8/18 14:18,10.86,12/8/18 14:18,41,12/8/18 14:18,0
12/8/18 14:21,10.86,12/8/18 14:21,41,12/8/18 14:21,0
12/8/18 14:24,10.86,12/8/18 14:24,41,12/8/18 14:24,0
12/8/18 14:27,10.86,12/8/18 14:27,41,12/8/18 14:27,0
12/8/18 14:30,10.86,12/8/18 14:30,41,12/8/18 14:30,0
12/8/18 14:33,10.86,12/8/18 14:33,46,12/8/18 14:33,0
12/8/18 14:36,10.86,12/8/18 14:36,46,12/8/18 14:36,0
12/8/18 14:39,10.86,12/8/18 14:39,44,12/8/18 14:39,0
12/8/18 14:42,10.86,12/8/18 14:42,44,12/8/18 14:42,0
12/8/18 14:45,10.86,12/8/18 14:45,43,12/8/18 14:45,0
12/8/18 14:48,10.86,12/8/18 14:48,43,12/8/18 14:48,0
12/8/18 14:51,10.86,12/8/18 14:51,41,12/8/18 14:51,0
12/8/18 14:54,10.86,12/8/18 14:54,41,12/8/18 14:54,0
12/8/18 14:57,10.86,12/8/18 14:57,41,12/8/18 14:57,0
12/8/18 15:00,10.86,12/8/18 15:00,40,12/8/18 15:00,0
12/8/18 15:03,10.86,12/8/18 15:03,40,12/8/18 15:03,0
12/8/18 15:06,10.86,12/8/18 15:06,40,12/8/18 15:06,0
12/8/18 15:09,10.86,12/8/18 15:09,41,12/8/18 15:09,0
12/8/18 15:12,10.86,12/8/18 15:12,41,12/8/18 15:12,0
12/8/18 15:15,10.83,12/8/18 15:15,42,12/8/18 15:15,0
12/8/18 15:18,10.74,12/8/18 15:18,41,12/8/18 15:18,0
12/8/18 15:21,10.74,12/8/18 15:21,41,12/8/18 15:21,0
12/8/18 15:24,10.74,12/8/18 15:24,42,12/8/18 15:24,0
12/8/18 15:27,10.77,12/8/18 15:27,40,12/8/18 15:27,0
12/8/18 15:30,10.83,12/8/18 15:30,41,12/8/18 15:30,0
12/8/18 15:33,10.86,12/8/18 15:33,41,12/8/18 15:33,0
12/8/18 15:36,10.86,12/8/18 15:36,42,12/8/18 15:36,0
12/8/18 15:39,10.86,12/8/18 15:39,42,12/8/18 15:39,0
12/8/18 15:42,10.86,12/8/18 15:42,41,12/8/18 15:42,0
12/8/18 15:45,10.77,12/8/18 15:45,44,12/8/18 15:45,0
12/8/18 15:48,10.74,12/8/18 15:48,42,12/8/18 15:48,0
12/8/18 15:51,10.74,12/8/18 15:51,41,12/8/18 15:51,0
12/8/18 15:54,10.74,12/8/18 15:54,41,12/8/18 15:54,0
12/8/18 15:57,10.74,12/8/18 15:57,40,12/8/18 15:57,0
12/8/18 16:00,10.74,12/8/18 16:00,38,12/8/18 16:00,0
12/8/18 16:03,10.74,12/8/18 16:03,40,12/8/18 16:03,0
12/8/18 16:06,10.74,12/8/18 16:06,44,12/8/18 16:06,0
12/8/18 16:09,10.74,12/8/18 16:09,41,12/8/18 16:09,0
12/8/18 16:12,10.74,12/8/18 16:12,41,12/8/18 16:12,0
12/8/18 16:15,10.74,12/8/18 16:15,40,12/8/18 16:15,0
12/8/18 16:18,10.74,12/8/18 16:18,41,12/8/18 16:18,0
12/8/18 16:21,10.74,12/8/18 16:21,44,12/8/18 16:21,0
12/8/18 16:24,10.74,12/8/18 16:24,44,12/8/18 16:24,0
12/8/18 16:27,10.74,12/8/18 16:27,42,12/8/18 16:27,0
12/8/18 16:30,10.74,12/8/18 16:30,41,12/8/18 16:30,0
12/8/18 16:33,10.74,12/8/18 16:33,41,12/8/18 16:33,0
12/8/18 16:36,10.74,12/8/18 16:36,39,12/8/18 16:36,0
12/8/18 16:39,10.74,12/8/18 16:39,40,12/8/18 16:39,0
12/8/18 16:42,10.74,12/8/18 16:42,41,12/8/18 16:42,0
12/8/18 16:45,10.74,12/8/18 16:45,41,12/8/18 16:45,0
12/8/18 16:48,10.74,12/8/18 16:48,40,12/8/18 16:48,0
12/8/18 16:51,10.74,12/8/18 16:51,40,12/8/18 16:51,0
12/8/18 16:54,10.74,12/8/18 16:54,44,12/8/18 16:54,0
12/8/18 16:57,10.74,12/8/18 16:57,43,12/8/18 16:57,0
12/8/18 17:00,10.74,12/8/18 17:00,42,12/8/18 17:00,0
12/8/18 17:03,10.74,12/8/18 17:03,42,12/8/18 17:03,0
12/8/18 17:06,10.74,12/8/18 17:06,42,12/8/18 17:06,0
12/8/18 17:09,10.74,12/8/18 17:09,41,12/8/18 17:09,0
12/8/18 17:12,10.74,12/8/18 17:12,40,12/8/18 17:12,0
12/8/18 17:15,10.74,12/8/18 17:15,39,12/8/18 17:15,0
12/8/18 17:18,10.74,12/8/18 17:18,38,12/8/18 17:18,0
12/8/18 17:21,10.74,12/8/18 17:21,40,12/8/18 17:21,0
12/8/18 17:24,10.74,12/8/18 17:24,42,12/8/18 17:24,0
12/8/18 17:27,10.61,12/8/18 17:27,43,12/8/18 17:27,0
12/8/18 17:30,10.61,12/8/18 17:30,41,12/8/18 17:30,0
