X,Temp(C),X,Heart rate(bpm),X,QI
12/8/18 13:00,10.86,12/8/18 13:00,58,12/8/18 13:00,0
12/8/18 13:03,10.86,12/8/18 13:03,60,12/8/18 13:03,0
12/8/18 13:06,10.86,12/8/18 13:06,59,12/8/18 13:06,0
12/8/18 13:09,10.86,12/8/18 13:09,60,12/8/18 13:09,0
12/8/18 13:12,10.86,12/8/18 13:12,60,12/8/18 13:12,0
12/8/18 13:15,10.86,12/8/18 13:15,60,12/8/18 13:15,2
12/8/18 13:18,10.95,12/8/18 13:18,88,12/8/18 13:18,2
12/8/18 13:21,10.98,12/8/18 13:21,59,12/8/18 13:21,1
12/8/18 13:24,10.98,12/8/18 13:24,61,12/8/18 13:24,1
12/8/18 13:27,10.98,12/8/18 13:27,62,12/8/18 13:27,3
12/8/18 13:30,10.98,12/8/18 13:30,166,12/8/18 13:30,0
12/8/18 13:33,10.92,12/8/18 13:33,117,12/8/18 13:33,2
12/8/18 13:36,10.86,12/8/18 13:36,72,12/8/18 13:36,2
12/8/18 13:39,10.86,12/8/18 13:39,60,12/8/18 13:39,3
12/8/18 13:42,10.86,12/8/18 13:42,60,12/8/18 13:42,2
12/8/18 13:45,10.86,12/8/18 13:45,57,12/8/18 13:45,1
12/8/18 13:48,10.86,12/8/18 13:48,111,12/8/18 13:48,2
12/8/18 13:51,10.86,12/8/18 13:51,60,12/8/18 13:51,0
12/8/18 13:54,10.86,12/8/18 13:54,117,12/8/18 13:54,2
12/8/18 13:57,10.89,12/8/18 13:57,89,12/8/18 13:57,2
12/8/18 14:00,10.92,12/8/18 14:00,57,12/8/18 14:00,3
12/8/18 14:03,10.98,12/8/18 14:03,61,12/8/18 14:03,0
12/8/18 14:06,10.86,12/8/18 14:06,153,12/8/18 14:06,2
12/8/18 14:09,10.86,12/8/18 14:09,29,12/8/18 14:09,2
12/8/18 14:12,10.86,12/8/18 14:12,59,12/8/18 14:12,1
12/8/18 14:15,10.86,12/8/18 14:15,181,12/8/18 14:15,1
12/8/18 14:18,10.86,12/8/18 14:18,60,12/8/18 14:18,0
12/8/18 14:21,10.86,12/8/18 14:21,117,12/8/18 14:21,1
12/8/18 14:24,10.86,12/8/18 14:24,127,12/8/18 14:24,2
12/8/18 14:27,10.86,12/8/18 14:27,133,12/8/18 14:27,2
12/8/18 14:30,10.86,12/8/18 14:30,58,12/8/18 14:30,2
12/8/18 14:33,10.86,12/8/18 14:33,117,12/8/18 14:33,2
12/8/18 14:36,10.86,12/8/18 14:36,139,12/8/18 14:36,2
12/8/18 14:39,10.86,12/8/18 14:39,67,12/8/18 14:39,1
12/8/18 14:42,10.86,12/8/18 14:42,83,12/8/18 14:42,2
12/8/18 14:45,10.86,12/8/18 14:45,84,12/8/18 14:45,1
12/8/18 14:48,10.86,12/8/18 14:48,153,12/8/18 14:48,2
12/8/18 14:51,10.86,12/8/18 14:51,95,12/8/18 14:51,1
12/8/18 14:54,10.86,12/8/18 14:54,171,12/8/18 14:54,1
12/8/18 14:57,10.86,12/8/18 14:57,109,12/8/18 14:57,2
12/8/18 15:00,10.86,12/8/18 15:00,187,12/8/18 15:00,2
12/8/18 15:03,10.86,12/8/18 15:03,249,12/8/18 15:03,3
12/8/18 15:06,10.86,12/8/18 15:06,127,12/8/18 15:06,1
12/8/18 15:09,10.86,12/8/18 15:09,113,12/8/18 15:09,1
12/8/18 15:12,10.86,12/8/18 15:12,63,12/8/18 15:12,2
12/8/18 15:15,10.86,12/8/18 15:15,136,12/8/18 15:15,1
12/8/18 15:18,10.73,12/8/18 15:18,142,12/8/18 15:18,3
12/8/18 15:21,10.73,12/8/18 15:21,93,12/8/18 15:21,0
12/8/18 15:24,10.76,12/8/18 15:24,70,12/8/18 15:24,2
12/8/18 15:27,10.82,12/8/18 15:27,120,12/8/18 15:27,2
12/8/18 15:30,10.86,12/8/18 15:30,352,12/8/18 15:30,3
12/8/18 15:33,10.86,12/8/18 15:33,101,12/8/18 15:33,2
12/8/18 15:36,10.86,12/8/18 15:36,181,12/8/18 15:36,1
12/8/18 15:39,10.86,12/8/18 15:39,176,12/8/18 15:39,2
12/8/18 15:42,10.86,12/8/18 15:42,142,12/8/18 15:42,2
