X,Temp(C),X,Heart rate(bpm),X,QI
12/9/18 14:00,10.9,12/9/18 14:00,68,12/9/18 14:00,1
12/9/18 14:03,10.9,12/9/18 14:03,54,12/9/18 14:03,1
12/9/18 14:06,10.9,12/9/18 14:06,53,12/9/18 14:06,1
12/9/18 14:09,11,12/9/18 14:09,84,12/9/18 14:09,0
12/9/18 14:12,11.03,12/9/18 14:12,52,12/9/18 14:12,1
12/9/18 14:15,11.03,12/9/18 14:15,89,12/9/18 14:15,1
12/9/18 14:18,11.03,12/9/18 14:18,157,12/9/18 14:18,2
12/9/18 14:21,11.03,12/9/18 14:21,86,12/9/18 14:21,3
12/9/18 14:24,11.03,12/9/18 14:24,90,12/9/18 14:24,3
12/9/18 14:27,11.03,12/9/18 14:27,127,12/9/18 14:27,2
12/9/18 14:30,11.03,12/9/18 14:30,111,12/9/18 14:30,3
12/9/18 14:33,11.03,12/9/18 14:33,64,12/9/18 14:33,2
12/9/18 14:36,11.03,12/9/18 14:36,150,12/9/18 14:36,2
12/9/18 14:39,11.03,12/9/18 14:39,103,12/9/18 14:39,3
12/9/18 14:42,11.03,12/9/18 14:42,44,12/9/18 14:42,2
12/9/18 14:45,11.03,12/9/18 14:45,55,12/9/18 14:45,2
12/9/18 14:48,11.03,12/9/18 14:48,103,12/9/18 14:48,2
12/9/18 14:51,11.03,12/9/18 14:51,111,12/9/18 14:51,1
12/9/18 14:54,11.03,12/9/18 14:54,92,12/9/18 14:54,1
12/9/18 14:57,11.03,12/9/18 14:57,65,12/9/18 14:57,0
12/9/18 15:00,11.03,12/9/18 15:00,68,12/9/18 15:00,3
12/9/18 15:03,11.03,12/9/18 15:03,136,12/9/18 15:03,2
12/9/18 15:06,10.9,12/9/18 15:06,285,12/9/18 15:06,3
12/9/18 15:09,10.9,12/9/18 15:09,214,12/9/18 15:09,3
12/9/18 15:12,10.9,12/9/18 15:12,51,12/9/18 15:12,2
12/9/18 15:15,10.9,12/9/18 15:15,90,12/9/18 15:15,3
12/9/18 15:18,10.94,12/9/18 15:18,117,12/9/18 15:18,2
12/9/18 15:21,11,12/9/18 15:21,142,12/9/18 15:21,2
12/9/18 15:24,11.03,12/9/18 15:24,85,12/9/18 15:24,0
12/9/18 15:27,11.03,12/9/18 15:27,92,12/9/18 15:27,1
12/9/18 15:30,11.03,12/9/18 15:30,139,12/9/18 15:30,2
12/9/18 15:33,11.03,12/9/18 15:33,113,12/9/18 15:33,3
12/9/18 15:36,10.9,12/9/18 15:36,73,12/9/18 15:36,1
12/9/18 15:39,10.9,12/9/18 15:39,42,12/9/18 15:39,2
12/9/18 15:42,10.9,12/9/18 15:42,122,12/9/18 15:42,1
