X,Temp(C),X,Heart rate(bpm),X,QI
12/11/18 14:00,20.68,12/11/18 14:00,120,12/11/18 14:00,0
12/11/18 14:03,20.62,12/11/18 14:03,117,12/11/18 14:03,0
12/11/18 14:06,20.62,12/11/18 14:06,117,12/11/18 14:06,0
12/11/18 14:09,20.6,12/11/18 14:09,117,12/11/18 14:09,2
12/11/18 14:12,20.57,12/11/18 14:12,117,12/11/18 14:12,0
12/11/18 14:15,20.6,12/11/18 14:15,115,12/11/18 14:15,2
12/11/18 14:18,20.62,12/11/18 14:18,117,12/11/18 14:18,2
12/11/18 14:21,20.62,12/11/18 14:21,38,12/11/18 14:21,3
12/11/18 14:24,20.54,12/11/18 14:24,115,12/11/18 14:24,0
12/11/18 14:27,20.52,12/11/18 14:27,115,12/11/18 14:27,1
12/11/18 14:30,20.52,12/11/18 14:30,117,12/11/18 14:30,0
12/11/18 14:33,20.52,12/11/18 14:33,117,12/11/18 14:33,0
12/11/18 14:36,20.52,12/11/18 14:36,115,12/11/18 14:36,0
12/11/18 14:39,20.52,12/11/18 14:39,115,12/11/18 14:39,0
12/11/18 14:42,20.52,12/11/18 14:42,115,12/11/18 14:42,0
12/11/18 14:45,20.52,12/11/18 14:45,115,12/11/18 14:45,1
12/11/18 14:48,20.52,12/11/18 14:48,57,12/11/18 14:48,3
12/11/18 14:51,20.54,12/11/18 14:51,115,12/11/18 14:51,0
12/11/18 14:54,20.62,12/11/18 14:54,115,12/11/18 14:54,1
12/11/18 14:57,20.62,12/11/18 14:57,115,12/11/18 14:57,0
12/11/18 15:00,20.62,12/11/18 15:00,23,12/11/18 15:00,0
12/11/18 15:03,20.62,12/11/18 15:03,57,12/11/18 15:03,0
12/11/18 15:06,20.62,12/11/18 15:06,115,12/11/18 15:06,0
12/11/18 15:09,20.62,12/11/18 15:09,56,12/11/18 15:09,2
12/11/18 15:12,20.62,12/11/18 15:12,56,12/11/18 15:12,2
12/11/18 15:15,20.62,12/11/18 15:15,109,12/11/18 15:15,0
12/11/18 15:18,20.62,12/11/18 15:18,115,12/11/18 15:18,2
12/11/18 15:21,20.65,12/11/18 15:21,57,12/11/18 15:21,2
12/11/18 15:24,20.7,12/11/18 15:24,57,12/11/18 15:24,1
12/11/18 15:27,20.73,12/11/18 15:27,57,12/11/18 15:27,2
12/11/18 15:30,20.73,12/11/18 15:30,117,12/11/18 15:30,2
12/11/18 15:33,20.73,12/11/18 15:33,58,12/11/18 15:33,1
12/11/18 15:36,20.62,12/11/18 15:36,57,12/11/18 15:36,0
12/11/18 15:39,20.62,12/11/18 15:39,38,12/11/18 15:39,0
12/11/18 15:42,20.62,12/11/18 15:42,115,12/11/18 15:42,2
12/11/18 15:45,20.62,12/11/18 15:45,37,12/11/18 15:45,2
12/11/18 15:48,20.62,12/11/18 15:48,57,12/11/18 15:48,3
12/11/18 15:51,20.62,12/11/18 15:51,38,12/11/18 15:51,2
12/11/18 15:54,20.62,12/11/18 15:54,115,12/11/18 15:54,2
12/11/18 15:57,20.62,12/11/18 15:57,58,12/11/18 15:57,0
12/11/18 16:00,20.52,12/11/18 16:00,58,12/11/18 16:00,2
12/11/18 16:03,20.52,12/11/18 16:03,115,12/11/18 16:03,0
12/11/18 16:06,20.52,12/11/18 16:06,111,12/11/18 16:06,0
12/11/18 16:09,20.52,12/11/18 16:09,60,12/11/18 16:09,2
12/11/18 16:12,20.52,12/11/18 16:12,113,12/11/18 16:12,1
12/11/18 16:15,20.52,12/11/18 16:15,28,12/11/18 16:15,3
12/11/18 16:18,20.52,12/11/18 16:18,38,12/11/18 16:18,3
12/11/18 16:21,20.52,12/11/18 16:21,113,12/11/18 16:21,1
12/11/18 16:24,20.52,12/11/18 16:24,28,12/11/18 16:24,3
12/11/18 16:27,20.52,12/11/18 16:27,56,12/11/18 16:27,1
12/11/18 16:30,20.52,12/11/18 16:30,28,12/11/18 16:30,3
12/11/18 16:33,20.52,12/11/18 16:33,37,12/11/18 16:33,2
12/11/18 16:36,20.52,12/11/18 16:36,37,12/11/18 16:36,2
12/11/18 16:39,20.57,12/11/18 16:39,37,12/11/18 16:39,2
12/11/18 16:42,20.62,12/11/18 16:42,56,12/11/18 16:42,2
12/11/18 16:45,20.62,12/11/18 16:45,113,12/11/18 16:45,1
12/11/18 16:48,20.62,12/11/18 16:48,55,12/11/18 16:48,2
12/11/18 16:51,20.62,12/11/18 16:51,55,12/11/18 16:51,2
12/11/18 16:54,20.62,12/11/18 16:54,56,12/11/18 16:54,1
12/11/18 16:57,20.62,12/11/18 16:57,22,12/11/18 16:57,3
12/11/18 17:00,20.62,12/11/18 17:00,37,12/11/18 17:00,2
12/11/18 17:03,20.62,12/11/18 17:03,56,12/11/18 17:03,2
12/11/18 17:06,20.7,12/11/18 17:06,19,12/11/18 17:06,1
12/11/18 17:09,20.73,12/11/18 17:09,55,12/11/18 17:09,2
12/11/18 17:12,20.73,12/11/18 17:12,109,12/11/18 17:12,1
12/11/18 17:15,20.73,12/11/18 17:15,56,12/11/18 17:15,2
12/11/18 17:18,20.73,12/11/18 17:18,115,12/11/18 17:18,2
12/11/18 17:21,20.73,12/11/18 17:21,55,12/11/18 17:21,3
12/11/18 17:24,20.73,12/11/18 17:24,113,12/11/18 17:24,0
12/11/18 17:27,20.73,12/11/18 17:27,115,12/11/18 17:27,1
12/11/18 17:30,20.73,12/11/18 17:30,113,12/11/18 17:30,1
12/11/18 17:33,20.73,12/11/18 17:33,111,12/11/18 17:33,2
12/11/18 17:36,20.73,12/11/18 17:36,111,12/11/18 17:36,2
12/11/18 17:39,20.73,12/11/18 17:39,111,12/11/18 17:39,1
12/11/18 17:42,20.81,12/11/18 17:42,56,12/11/18 17:42,3
12/11/18 17:45,20.84,12/11/18 17:45,111,12/11/18 17:45,0
12/11/18 17:48,20.84,12/11/18 17:48,109,12/11/18 17:48,0
12/11/18 17:51,20.84,12/11/18 17:51,111,12/11/18 17:51,2
12/11/18 17:54,20.84,12/11/18 17:54,27,12/11/18 17:54,2
12/11/18 17:57,20.84,12/11/18 17:57,57,12/11/18 17:57,2
12/11/18 18:00,20.84,12/11/18 18:00,38,12/11/18 18:00,2
12/11/18 18:03,20.84,12/11/18 18:03,113,12/11/18 18:03,0
12/11/18 18:06,20.84,12/11/18 18:06,111,12/11/18 18:06,2
12/11/18 18:09,20.84,12/11/18 18:09,113,12/11/18 18:09,1
12/11/18 18:12,20.84,12/11/18 18:12,55,12/11/18 18:12,2
12/11/18 18:15,20.84,12/11/18 18:15,55,12/11/18 18:15,1
12/11/18 18:18,20.84,12/11/18 18:18,22,12/11/18 18:18,2
12/11/18 18:21,20.76,12/11/18 18:21,107,12/11/18 18:21,0
12/11/18 18:24,20.76,12/11/18 18:24,55,12/11/18 18:24,3
12/11/18 18:27,20.78,12/11/18 18:27,54,12/11/18 18:27,1
12/11/18 18:30,20.84,12/11/18 18:30,1,12/11/18 18:30,3
