X,Temp(C),X,Heart rate(bpm),X,QI
5/24/19 14:30,25.64,5/24/19 14:30,133,5/24/19 14:30,3
5/24/19 14:33,25.64,5/24/19 14:33,146,5/24/19 14:33,0
5/24/19 14:36,25.64,5/24/19 14:36,146,5/24/19 14:36,0
5/24/19 14:39,25.64,5/24/19 14:39,153,5/24/19 14:39,1
5/24/19 14:42,25.64,5/24/19 14:42,146,5/24/19 14:42,0
5/24/19 14:45,25.64,5/24/19 14:45,153,5/24/19 14:45,1
5/24/19 14:48,25.64,5/24/19 14:48,146,5/24/19 14:48,0
5/24/19 14:51,25.64,5/24/19 14:51,142,5/24/19 14:51,2
5/24/19 14:54,25.67,5/24/19 14:54,146,5/24/19 14:54,0
5/24/19 14:57,25.75,5/24/19 14:57,146,5/24/19 14:57,0
5/24/19 15:00,25.75,5/24/19 15:00,142,5/24/19 15:00,0
5/24/19 15:03,25.75,5/24/19 15:03,150,5/24/19 15:03,0
5/24/19 15:06,25.75,5/24/19 15:06,150,5/24/19 15:06,0
5/24/19 15:09,25.75,5/24/19 15:09,142,5/24/19 15:09,1
5/24/19 15:12,25.75,5/24/19 15:12,146,5/24/19 15:12,0
5/24/19 15:15,25.75,5/24/19 15:15,146,5/24/19 15:15,0
5/24/19 15:18,25.75,5/24/19 15:18,153,5/24/19 15:18,1
5/24/19 15:21,25.75,5/24/19 15:21,146,5/24/19 15:21,0
5/24/19 15:24,25.78,5/24/19 15:24,146,5/24/19 15:24,0
5/24/19 15:27,25.83,5/24/19 15:27,150,5/24/19 15:27,0
5/24/19 15:30,25.86,5/24/19 15:30,146,5/24/19 15:30,0
5/24/19 15:33,25.86,5/24/19 15:33,150,5/24/19 15:33,0
5/24/19 15:36,25.86,5/24/19 15:36,146,5/24/19 15:36,0
5/24/19 15:39,25.86,5/24/19 15:39,150,5/24/19 15:39,0
5/24/19 15:42,25.86,5/24/19 15:42,146,5/24/19 15:42,0
5/24/19 15:45,25.86,5/24/19 15:45,146,5/24/19 15:45,0
5/24/19 15:48,25.86,5/24/19 15:48,146,5/24/19 15:48,0
5/24/19 15:51,25.86,5/24/19 15:51,146,5/24/19 15:51,0
5/24/19 15:54,25.86,5/24/19 15:54,146,5/24/19 15:54,0
5/24/19 15:57,25.86,5/24/19 15:57,72,5/24/19 15:57,2
5/24/19 16:00,25.86,5/24/19 16:00,146,5/24/19 16:00,0
5/24/19 16:03,25.86,5/24/19 16:03,146,5/24/19 16:03,0
5/24/19 16:06,25.86,5/24/19 16:06,146,5/24/19 16:06,0
5/24/19 16:09,25.86,5/24/19 16:09,72,5/24/19 16:09,1
5/24/19 16:12,25.86,5/24/19 16:12,146,5/24/19 16:12,0
5/24/19 16:15,25.86,5/24/19 16:15,69,5/24/19 16:15,3
5/24/19 16:18,25.86,5/24/19 16:18,72,5/24/19 16:18,2
5/24/19 16:21,25.86,5/24/19 16:21,70,5/24/19 16:21,2
5/24/19 16:24,25.86,5/24/19 16:24,142,5/24/19 16:24,0
5/24/19 16:27,25.83,5/24/19 16:27,139,5/24/19 16:27,0
5/24/19 16:30,25.83,5/24/19 16:30,146,5/24/19 16:30,1
5/24/19 16:33,25.8,5/24/19 16:33,68,5/24/19 16:33,3
5/24/19 16:36,25.78,5/24/19 16:36,70,5/24/19 16:36,2
5/24/19 16:39,25.75,5/24/19 16:39,139,5/24/19 16:39,0
5/24/19 16:42,25.75,5/24/19 16:42,46,5/24/19 16:42,2
5/24/19 16:45,25.75,5/24/19 16:45,139,5/24/19 16:45,0
5/24/19 16:48,25.75,5/24/19 16:48,139,5/24/19 16:48,0
5/24/19 16:51,25.75,5/24/19 16:51,142,5/24/19 16:51,0
5/24/19 16:54,25.75,5/24/19 16:54,139,5/24/19 16:54,0
5/24/19 16:57,25.75,5/24/19 16:57,139,5/24/19 16:57,0
5/24/19 17:00,25.75,5/24/19 17:00,139,5/24/19 17:00,2
5/24/19 17:03,25.75,5/24/19 17:03,136,5/24/19 17:03,0
5/24/19 17:06,25.75,5/24/19 17:06,139,5/24/19 17:06,0
5/24/19 17:09,25.75,5/24/19 17:09,68,5/24/19 17:09,1
5/24/19 17:12,25.75,5/24/19 17:12,136,5/24/19 17:12,0
5/24/19 17:15,25.75,5/24/19 17:15,64,5/24/19 17:15,3
5/24/19 17:18,25.75,5/24/19 17:18,133,5/24/19 17:18,0
5/24/19 17:21,25.75,5/24/19 17:21,44,5/24/19 17:21,2
5/24/19 17:24,25.75,5/24/19 17:24,33,5/24/19 17:24,2
5/24/19 17:27,25.75,5/24/19 17:27,133,5/24/19 17:27,0
5/24/19 17:30,25.75,5/24/19 17:30,133,5/24/19 17:30,0
5/24/19 17:33,25.75,5/24/19 17:33,130,5/24/19 17:33,0
5/24/19 17:36,25.75,5/24/19 17:36,62,5/24/19 17:36,2
5/24/19 17:39,25.75,5/24/19 17:39,62,5/24/19 17:39,1
5/24/19 17:42,25.75,5/24/19 17:42,127,5/24/19 17:42,0
5/24/19 17:45,25.75,5/24/19 17:45,127,5/24/19 17:45,0
5/24/19 17:48,25.75,5/24/19 17:48,63,5/24/19 17:48,1
5/24/19 17:51,25.75,5/24/19 17:51,63,5/24/19 17:51,2
5/24/19 17:54,25.75,5/24/19 17:54,122,5/24/19 17:54,2
5/24/19 17:57,25.75,5/24/19 17:57,122,5/24/19 17:57,1
5/24/19 18:00,25.75,5/24/19 18:00,122,5/24/19 18:00,0
5/24/19 18:03,25.75,5/24/19 18:03,122,5/24/19 18:03,0
5/24/19 18:06,25.75,5/24/19 18:06,122,5/24/19 18:06,0
5/24/19 18:09,25.72,5/24/19 18:09,60,5/24/19 18:09,2
5/24/19 18:12,25.7,5/24/19 18:12,120,5/24/19 18:12,0
5/24/19 18:15,25.67,5/24/19 18:15,120,5/24/19 18:15,0
5/24/19 18:18,25.64,5/24/19 18:18,39,5/24/19 18:18,1
5/24/19 18:21,25.64,5/24/19 18:21,58,5/24/19 18:21,2
5/24/19 18:24,25.64,5/24/19 18:24,115,5/24/19 18:24,1
5/24/19 18:27,25.64,5/24/19 18:27,57,5/24/19 18:27,2
5/24/19 18:30,25.64,5/24/19 18:30,115,5/24/19 18:30,0
5/24/19 18:33,25.64,5/24/19 18:33,58,5/24/19 18:33,1
5/24/19 18:36,25.64,5/24/19 18:36,55,5/24/19 18:36,1
5/24/19 18:39,25.64,5/24/19 18:39,115,5/24/19 18:39,1
5/24/19 18:42,25.64,5/24/19 18:42,111,5/24/19 18:42,2
5/24/19 18:45,25.64,5/24/19 18:45,56,5/24/19 18:45,2
5/24/19 18:48,25.64,5/24/19 18:48,56,5/24/19 18:48,2
5/24/19 18:51,25.64,5/24/19 18:51,109,5/24/19 18:51,2
5/24/19 18:54,25.64,5/24/19 18:54,55,5/24/19 18:54,2
5/24/19 18:57,25.64,5/24/19 18:57,55,5/24/19 18:57,2
5/24/19 19:00,25.64,5/24/19 19:00,107,5/24/19 19:00,0
5/24/19 19:03,25.64,5/24/19 19:03,105,5/24/19 19:03,1
5/24/19 19:06,25.64,5/24/19 19:06,105,5/24/19 19:06,0
5/24/19 19:09,25.64,5/24/19 19:09,109,5/24/19 19:09,0
5/24/19 19:12,25.64,5/24/19 19:12,53,5/24/19 19:12,1
