X,Bin ECG
12/13/18 14:09,506
12/13/18 14:09,506
12/13/18 14:09,505
12/13/18 14:09,507
12/13/18 14:09,507
12/13/18 14:09,506
12/13/18 14:09,508
12/13/18 14:09,507
12/13/18 14:09,508
12/13/18 14:09,507
12/13/18 14:09,508
12/13/18 14:09,507
12/13/18 14:09,507
12/13/18 14:09,509
12/13/18 14:09,506
12/13/18 14:09,498
12/13/18 14:09,522
12/13/18 14:09,513
12/13/18 14:09,510
12/13/18 14:09,508
12/13/18 14:09,509
12/13/18 14:09,507
12/13/18 14:09,502
12/13/18 14:09,501
12/13/18 14:09,500
12/13/18 14:09,503
12/13/18 14:09,503
12/13/18 14:09,505
12/13/18 14:09,506
12/13/18 14:09,505
12/13/18 14:09,508
12/13/18 14:09,509
12/13/18 14:09,507
12/13/18 14:09,510
12/13/18 14:09,512
12/13/18 14:09,513
12/13/18 14:09,508
12/13/18 14:09,510
12/13/18 14:09,511
12/13/18 14:09,510
12/13/18 14:09,513
12/13/18 14:09,509
12/13/18 14:09,511
12/13/18 14:09,509
12/13/18 14:09,508
12/13/18 14:09,509
12/13/18 14:09,509
12/13/18 14:09,509
12/13/18 14:09,507
12/13/18 14:09,507
12/13/18 14:09,509
12/13/18 14:09,507
12/13/18 14:09,508
12/13/18 14:09,508
12/13/18 14:09,509
12/13/18 14:09,508
12/13/18 14:09,508
12/13/18 14:09,507
12/13/18 14:09,506
12/13/18 14:09,506
12/13/18 14:09,507
12/13/18 14:09,508
12/13/18 14:09,508
12/13/18 14:09,509
12/13/18 14:09,507
12/13/18 14:09,508
12/13/18 14:09,509
12/13/18 14:09,519
12/13/18 14:09,509
12/13/18 14:09,509
12/13/18 14:09,508
12/13/18 14:09,504
12/13/18 14:09,502
12/13/18 14:09,503
12/13/18 14:09,505
12/13/18 14:09,505
12/13/18 14:09,501
12/13/18 14:09,505
12/13/18 14:09,506
12/13/18 14:09,507
12/13/18 14:09,505
12/13/18 14:09,507
12/13/18 14:09,507
12/13/18 14:09,508
12/13/18 14:09,510
12/13/18 14:09,510
12/13/18 14:09,510
12/13/18 14:09,510
12/13/18 14:09,511
12/13/18 14:09,511
12/13/18 14:09,510
12/13/18 14:09,508
12/13/18 14:09,511
12/13/18 14:09,512
12/13/18 14:09,509
12/13/18 14:09,509
12/13/18 14:09,509
12/13/18 14:09,509
12/13/18 14:09,509
12/13/18 14:09,508
12/13/18 14:09,507
12/13/18 14:09,508
12/13/18 14:09,507
12/13/18 14:09,508
12/13/18 14:09,507
12/13/18 14:09,507
12/13/18 14:09,507
12/13/18 14:09,509
12/13/18 14:09,506
12/13/18 14:09,509
12/13/18 14:09,508
12/13/18 14:09,506
12/13/18 14:09,510
12/13/18 14:09,507
12/13/18 14:09,510
12/13/18 14:09,507
12/13/18 14:09,508
12/13/18 14:09,509
12/13/18 14:09,507
12/13/18 14:09,502
12/13/18 14:09,523
12/13/18 14:09,515
12/13/18 14:09,512
12/13/18 14:09,509
12/13/18 14:09,506
12/13/18 14:09,505
12/13/18 14:09,504
12/13/18 14:09,502
12/13/18 14:09,502
12/13/18 14:09,504
12/13/18 14:09,503
12/13/18 14:09,504
12/13/18 14:09,504
12/13/18 14:09,507
12/13/18 14:09,509
12/13/18 14:09,506
12/13/18 14:09,509
12/13/18 14:09,508
12/13/18 14:09,509
12/13/18 14:09,512
12/13/18 14:09,511
12/13/18 14:09,510
12/13/18 14:09,512
12/13/18 14:09,510
12/13/18 14:09,513
12/13/18 14:09,509
12/13/18 14:09,508
12/13/18 14:09,509
12/13/18 14:09,509
12/13/18 14:09,508
12/13/18 14:09,509
12/13/18 14:09,509
12/13/18 14:09,509
12/13/18 14:09,507
12/13/18 14:09,508
12/13/18 14:09,507
12/13/18 14:09,508
12/13/18 14:09,508
12/13/18 14:09,508
12/13/18 14:09,509
12/13/18 14:09,505
12/13/18 14:09,507
12/13/18 14:09,509
12/13/18 14:09,507
12/13/18 14:09,507
12/13/18 14:09,506
12/13/18 14:09,508
12/13/18 14:09,507
12/13/18 14:09,507
12/13/18 14:09,508
12/13/18 14:09,506
12/13/18 14:09,501
12/13/18 14:09,520
12/13/18 14:09,511
12/13/18 14:09,511
12/13/18 14:09,508
12/13/18 14:09,509
12/13/18 14:09,505
12/13/18 14:09,501
12/13/18 14:09,502
12/13/18 14:09,501
12/13/18 14:09,504
12/13/18 14:09,503
12/13/18 14:09,504
12/13/18 14:09,507
12/13/18 14:09,506
12/13/18 14:09,509
12/13/18 14:09,509
12/13/18 14:09,509
12/13/18 14:09,510
